fname,lname,gender,areacode,phone,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
Amalia,Leishman,F,630,536-210,BARTLETT,IL,60103,S,N,45000,3,2000,0,0
Fanlun,Burgert,M,228,558-2869,ROBINSONVILLE,MS,38664,M,Y,50000,5,0,12000,1500
Eyeun,Nadji,F,479,498-1809,EUDORA,AR,71640,M,Y,70000,7,0,40,20
Yiftach,Winters,M,505,202-6954,ALGODONES,NM,87001,M,N,5000,1.7,0,6600,0
Miriam,Spira,M,240,551-8293,HOLLYWOOD,MD,20636,M,Y,100000,4.75,0,4800,2400
Erin,Busillo,F,623,208-9868,CIBOLA,AZ,85328,M,N,30000,3.1799998,0,4200,0
Gerhard,Mouzakis,F,801,648-9169,TRIDELL,UT,84076,M,N,95000,7,0,4950,0
Tammy,Hohberg,F,787,336-2031,AGUADILLA,PR,603,S,N,75000,0,0,0,0
Brendon,Falck,F,843,655-2858,COLUMBIA,SC,29202,S,Y,10000,5.752432,3300,0,3300
Bartolome,Lueth,F,803,300-5060,CHARLESTON,SC,29401,M,N,55000,7,0,6600,0
Honghai,Praeger,M,808,773-1700,HONOLULU,HI,96830,M,N,95000,8.25,0,2080,0
Manjunath,Womack,F,803,214-3596,LURAY,SC,29932,M,Y,65000,7,0,6600,3300
Yulan,Truscott,M,919,836-6558,CHARLOTTE,NC,28217,S,Y,55000,6.8863635,3300,0,3300
Niranjani,Irshid,M,304,675-3910,OMAR,WV,25638,S,N,75000,6.5,2000,0,0
Yasushi,Selenyi,M,719,129-6735,DENVER,CO,80236,S,Y,25000,4.63,0,0,0
Jun'ichi,Kurita,M,860,159-4658,BALTIC,CT,6330,S,N,75000,5,12750,0,0
Nader,Raum,F,253,401-4339,LILLIWAUP,WA,98555,M,N,100000,0,0,0,0
Berend,Hodas,F,939,261-9512,SAN JUAN,PR,930,M,N,15000,0,0,0,0
Ziyad,Lanzl,M,802,943-6449,STARKSBORO,VT,5487,S,N,25000,3.6,3300,0,0
Stasys,Gimarc,M,281,114-5485,EL PASO,TX,79929,S,Y,40000,0,0,0,0
Lenka,Peak,M,225,961-3757,LYDIA,LA,70569,S,N,15000,2.8,4500,0,0
Assaf,Natrajan,M,920,926-2700,IRON BELT,WI,54536,S,Y,40000,5.1414094,700,0,400
Jordanka,Prinz,M,803,172-9300,GREENVILLE,SC,29601,M,Y,60000,7,0,6600,3300
Hisham,Capon,M,980,373-4694,HIGH POINT,NC,27261,S,N,20000,6.1520977,3300,0,0
Miyoki,Mackaness,F,314,897-9825,EXCELSIOR SPRINGS,MO,64024,S,Y,60000,6,2100,0,1200
Willy,Oates,M,413,145-2185,LAKEVILLE,MA,2347,M,Y,60000,5.3,0,7150,1000
Dallan,Alton,F,307,758-5753,ALCOVA,WY,82620,S,N,50000,0,0,0,0
Dieter,Delaigle,M,937,114-7909,CLYDE,OH,43410,S,N,30000,1.5418718,1300,0,0
Tomyyuki,Claire,F,225,452-4390,MORROW,LA,71356,S,Y,50000,6,4500,0,1000
Zixiang,Ruohonen,F,763,863-7086,BURTRUM,MN,56318,S,Y,40000,6.3900213,3300,0,3300
Mazin,Kaio,M,773,924-9376,SMITHFIELD,IL,61477,M,N,45000,3,0,4000,0
Onkar,Lurvey,F,605,473-7207,LOWER BRULE,SD,57548,S,N,75000,0,0,0,0
Deepika,Adolphson,M,859,519-2719,CRESTWOOD,KY,40014,S,Y,35000,3.7777777,20,0,20
Kumiyo,Sitver,M,406,393-4875,GREAT FALLS,MT,59404,M,Y,50000,6.9,0,3800,1900
Qun,Watson,M,605,186-8621,STOCKHOLM,SD,57264,M,N,25000,0,0,0,0
Erik,Seipel,F,215,826-9563,HARRISON CITY,PA,15636,S,Y,75000,3.07,0,0,0
Berni,Hettich,M,901,409-1165,PORTLAND,TN,37148,S,N,70000,0,0,0,0
Steen,Diekema,M,661,709-3037,EL SOBRANTE,CA,94803,M,Y,40000,8.951314,0,174,272
Eliahu,Seguin,F,660,730-1605,WEST ALTON,MO,63386,S,N,35000,6,2100,0,0
Jun,Galesi,M,843,154-6571,GREENWOOD,SC,29646,S,Y,25000,7,3300,0,3300
Giora,Saslan,M,870,619-9461,HEBER SPRINGS,AR,72545,M,N,10000,2.5778654,0,40,0
Jasper,Sevcikova,F,434,990-9240,ATKINS,VA,24311,S,N,25000,5.75,900,0,0
Radharamanan,Reeve,F,713,369-3896,WEESATCHE,TX,77993,S,N,5000,0,0,0,0
Lenka,Rouchaleau,M,808,902-6462,KAAAWA,HI,96730,S,N,85000,8.25,1040,0,0
Byunggyu,Pillow,M,603,681-8832,WOLFEBORO FALLS,NH,3896,S,N,90000,0,0,0,0
Dhritiman,Cleve,M,207,142-8846,FRENCHVILLE,ME,4745,S,Y,80000,8.5,2850,0,2850
Balaram,Amagasa,F,423,662-5952,KNOXVILLE,TN,37914,S,N,90000,0,0,0,0
Akinori,Daskalova,M,806,778-6066,BANGS,TX,76823,S,Y,85000,0,0,0,0
Melissa,Fargier,F,808,581-9677,WAIANAE,HI,96792,S,N,45000,8.25,1040,0,0
Aristotle,Esparza,M,907,147-7967,ANCHORAGE,AK,99503,S,Y,10000,0,0,0,0
Sajid,Deokar,F,203,283-5980,WESTPORT,CT,6889,M,Y,25000,5,0,24500,0
Terry,Butner,F,912,905-7549,ODUM,GA,31555,M,N,60000,6,0,5400,0
Wayne,Videira,M,406,411-9680,BILLINGS,MT,59101,M,N,50000,6.9,0,3800,0
Wilco,Maderna,F,208,239-7955,BLISS,ID,83314,S,Y,75000,7.8,3300,0,3300
Mysore,Samtaney,F,808,277-4827,WAHIAWA,HI,96786,M,N,50000,8.25,0,2080,0
Nipun,Cartier,M,202,669-8047,WASHINGTON,DC,20310,S,N,90000,9,1370,0,0
Geraud,Grams,F,308,674-6349,FILLEY,NE,68357,S,Y,5000,3.0217428,103,0,103
Lionel,Beylin,F,334,140-2438,BIRMINGHAM,AL,35204,S,N,55000,5,1500,0,0
Rosalyn,Brody,F,801,904-6115,PROVO,UT,84601,M,N,100000,7,0,4950,0
Gookhai,Schwandt,M,734,535-3642,WHITE CLOUD,MI,49349,M,N,5000,3.9,0,6200,0
Dragutin,Ruthven,M,304,538-2086,SOPHIA,WV,25921,S,Y,20000,3.7,2000,0,2000
Birgitta,Mittra,F,402,221-5232,LINCOLN,NE,68532,,N,15000,4.7976766,103,0,0
Joanthan,Chickermane,F,503,699-9648,SUMMERVILLE,OR,97876,M,N,65000,9,0,318,0
Jine,Rettelbach,M,207,815-3971,HALLOWELL,ME,4347,M,N,15000,6.9580293,0,5700,0
Conn,Ozturk,M,304,240-9762,LOOKOUT,WV,25868,M,Y,65000,6.5,0,4000,2000
Soufiane,Tryon,F,787,212-3685,JUNCOS,PR,777,S,Y,70000,0,0,0,0
Shaowei,Creasy,,615,874-7673,MEMPHIS,TN,38147,S,Y,5000,0,0,0,0
Siwoo,Daelemans,F,505,922-3599,PIE TOWN,NM,87827,M,Y,30000,5.3,0,6600,3300
Vassos,Huffman,M,206,205-5480,TEKOA,WA,99033,S,N,85000,0,0,0,0
Shaz,Brazile,F,334,598-1577,TRUSSVILLE,AL,35173,M,N,30000,5,0,3000,0
Haigeng,Faradzev,M,208,594-2595,EAGLE,ID,83616,M,N,95000,7.8,0,6600,0
Glauco,Belanche,M,508,791-9297,GREEN HARBOR,MA,2041,M,Y,100000,5.3,0,7150,1000
Maryann,Emmes,F,731,945-9853,ARTHUR,TN,37707,S,N,20000,0,0,0,0
Lior,Heijenga,F,770,199-5827,ATLANTA,GA,30392,M,N,60000,6,0,5400,0
Giap,Mookken,F,309,806-5381,AURORA,IL,60504,S,N,100000,3,2000,0,0
Anzhelika,Schollmeyer,M,513,887-1773,MIAMISBURG,OH,45342,S,N,50000,2.2057693,1300,0,0
Kay,Heidenreich,F,786,618-4412,GOLDENROD,FL,32733,S,N,60000,0,0,0,0
Bredan,Koiso,M,304,785-7911,CHARLESTON,WV,25301,S,N,75000,6.5,2000,0,0
Elvira,Skandalis,F,908,482-6893,HIGHLAND PARK,NJ,8904,M,Y,40000,1.7154167,0,2000,1500
Jarrellann,Macmillan,F,503,130-8892,IDLEYLD PARK,OR,97447,M,N,30000,9,0,318,0
Meliu,Erie,M,208,424-1317,KELLOGG,ID,83837,M,Y,80000,7.8,0,6600,3300
Kali,Fraenkel,M,630,264-2927,EDWARDS,IL,61528,M,N,75000,3,0,4000,0
Ronit,Camarinopoulos,M,417,144-6095,KANSAS CITY,MO,64156,M,Y,15000,6,0,4200,1200
Uchang,Marrakchi,F,202,85-6201,WASHINGTON,DC,20060,S,Y,80000,9,1370,0,1370
Heungsoon,Sweldens,F,515,973-6294,STOCKPORT,IA,52651,M,N,85000,8.98,0,80,0
Nageshwara,Scheer,F,802,820-7826,SAINT ALBANS,VT,5478,M,N,50000,3.9998987,0,6600,0
Felicita,Karzanov,M,907,513-5954,COLD BAY,AK,99571,M,N,55000,0,0,0,0
Jamshed,Sureshchandran,M,207,700-9232,GEORGETOWN,ME,4548,S,Y,70000,8.5,2850,0,285s0
Carl,Iciki,M,302,683-2159,LAUREL,DE,19956,S,N,90000,5.95,110,0,0
Gitta,Schedl,F,208,886-5698,HAILEY,ID,83333,M,Y,65000,7.8,0,6600,3300
Jackson,Wolpe,M,918,908-2225,DURHAM,OK,73642,M,N,10000,6.25,0,2000,0
Milorad,Giani,M,228,898-8923,MC NEILL,MS,39457,S,N,85000,5,6000,0,0
Saharon,Stanfill,F,541,178-8148,LAKE OSWEGO,OR,97035,M,Y,50000,9,0,318,159
Nax,Varsek,M,701,130-2083,MERCER,ND,58559,M,N,50000,2.3353226,0,6600,0
Ubeda,Roehmer,M,503,569-2503,IONE,OR,97843,M,Y,65000,9,0,318,159
Lindmila,Marshall,F,210,545-1276,CONROE,TX,77302,S,N,40000,0,0,0,0
Yurdaer,Ghattas,F,913,599-7756,HAYS,KS,67601,S,Y,15000,3.5,2250,0,2250
Willa,Karuno,F,615,617-5004,BRADYVILLE,TN,37026,M,N,65000,0,0,0,0
Maitham,Smeets,F,208,544-5161,ATHOL,ID,83801,S,N,5000,2.6903439,3300,0,0
Mehdi,Mahafzah,F,251,941-6230,HEADLAND,AL,36345,M,Y,25000,5,0,3000,300
Madeline,Eyal,F,352,414-8946,MIAMI,FL,33159,S,Y,85000,0,0,0,0
Iabelle,Stessman,M,276,951-8452,RICHMOND,VA,23241,S,N,75000,5.75,900,0,0
Moredachi,Bergen,F,814,640-1051,INDIANA,PA,15705,M,N,75000,3.07,0,0,0
Horst,Ceccarelli,F,928,783-3727,PRESCOTT VALLEY,AZ,86315,M,N,95000,4.1875,0,4200,0
Muralidhar,Bachenko,F,405,930-2090,DOUGLAS,OK,73733,S,N,10000,6.25,1000,0,0
Shujian,Halici,F,256,628-9499,SATSUMA,AL,36572,M,Y,5000,5,0,3000,300
Ashoke,Ratz,M,623,221-6272,CASA GRANDE,ZA,85122,S,N,10000,2.87,2100,0,0
Chengchang,Wigg,M,563,693-4688,CHURDAN,IA,50050,S,N,20000,3.2516527,40,0,0
Erdogan,Shepherdson,F,857,384-5820,MARSTONS MILLS,MA,2648,M,Y,100000,5.3,0,7150,1000
Lucia,Skatulla,F,859,759-3248,LOUISVILLE,KY,40255,M,Y,40000,4.0555553,0,40,20
Shari,Perkowski,M,229,148-3637,FORT OGLETHORPE,GA,30742,S,Y,80000,6,2700,0,3000
Tomohito,Glew,M,601,263-6657,ELLISVILLE,MS,39437,M,Y,65000,5,0,12000,1500
Madanpal,Michailidis,M,802,420-9056,WAITSFIELD,VT,5673,M,N,95000,4.8951945,0,6600,0
Alfredo,Timkovsky,F,207,610-5335,FARMINGTON,ME,4938,M,***,30000,8.5,0,5700,0
Quifan,Akselsen,F,313,883-9981,WHITE CLOUD,MI,49349,S,Y,55000,3.9,3100,0,3100
Sidhar,Fetvedt,F,304,687-6115,ALKOL,WV,25501,S,N,55000,6.1499996,2000,0,0
Lorrin,Iglesia,F,808,746-2710,HONOLULU,HI,96839,M,Y,90000,8.25,0,2080,1040
Wiktor,Ridoux,F,402,250-2436,KENESAW,NE,68956,S,N,95000,6.84,103,0,0
Toine,Skuppin,M,605,288-9941,CLAIRE CITY,SD,57224,S,Y,20000,0,0,0,0
Raed,Schweizer,M,605,313-7615,RUTLAND,SD,57057,S,Y,90000,0,0,0,0
Cis,Tuthill,M,276,727-5499,QUINBY,VA,23423,S,Y,70000,5.75,900,0,900
Younggeun,Chalamaiah,F,803,913-5537,BLUFFTON,SC,29910,S,Y,85000,7,3300,0,3300
Begona,Giunchiglia,M,802,993-8577,POWNAL,VT,5261,S,Y,40000,3.800944,3300,0,3300
Jaeseok,Skurczynski,M,301,810-4917,PERRYVILLE,MD,21903,S,N,45000,4.75,2400,0,0
Shyamal,Fujisawa,M,605,247-4323,BALTIC,SD,57003,M,Y,70000,0,0,0,0
Youshou,Iwadare,F,208,378-3120,NORDMAN,ID,83848,S,N,20000,6.948391,3300,0,0
Baldeo,Lefas,F,870,489-9419,BATESVILLE,AR,72503,S,N,80000,7,20,0,0
Jari,Lecoutre,F,517,788-7656,MECOSTA,MI,49332,M,Y,20000,3.9,0,6200,3100
Karina,Cardiff,F,480,664-7670,CIBOLA,AZ,85328,S,N,25000,3.1025,2100,0,0
Swamy,Suchak,M,540,141-6023,SUFFOLK,VA,23435,M,N,90000,5.75,0,1800,0
Miche,Gillo,M,308,521-8289,UNION,NE,68455,M,N,40000,6.84,0,206,0
Paul,Ying,M,939,493-8231,PONCE,PR,730,S,Y,60000,0,0,0,0
Gaisi,Verhoosel,F,405,669-6604,GLENPOOL,OK,74033,M,Y,40000,6.25,0,2000,1000
Gustovo,Toinard,F,808,766-5999,WAIKOLOA,HI,96738,M,Y,10000,2.8421054,0,2080,1040
Jaehyung,D'Amiano,M,609,309-3633,SAYREVILLE,NJ,8872,S,N,10000,1.4,1000,0,0
Spyridon,Alberti,F,831,391-4502,WRIGHTWOOD,CA,92397,M,Y,50000,9.3,0,174,272
Gherin,Raja,M,413,925-1387,WORCESTER,MA,1653,M,Y,95000,5.3,0,7150,1000
Hannu,Armando,M,307,219-2045,POINT OF ROCKS,WY,82942,M,Y,100000,0,0,0,0
Kiichi,Schild,M,603,913-7860,NORTH STRATFORD,NH,3590,S,N,70000,0,0,0,0
Klaudia,Scarborough,F,304,132-7609,ASHFORD,WV,25009,S,N,20000,3.7,2000,0,0
Meinhard,Wesley,M,843,335-4784,ENOREE,SC,29335,S,Y,30000,7,3300,0,3300
Mybrid,Biryukov,F,339,793-3760,BOYLSTON,MA,1505,S,N,20000,5.3,3575,0,0
Yung,Lomanto,M,870,753-9173,LITTLE ROCK,AR,72227,M,Y,100000,7,0,40,20
Zeenat,Raje,F,212,387-3140,ITHACA,NY,14850,M,Y,50000,4.243293,0,0,1000
Lei,Bein,F,401,649-9045,PROVIDENCE,RI,2909,M,Y,35000,0,0,0,0
Juho,Leguy,F,719,754-5177,THORNTON,CO,80241,S,N,30000,4.63,0,0,0
Frits,Parrow,M,406,266-7060,HELENA,MT,59620,S,N,40000,6.9,1900,0,0
Naveen,Cavedoni,M,970,566-4665,WESTCLIFFE,CO,81252,S,N,90000,4.63,0,0,0
Evert,Linnainmaa,M,801,864-2575,HERRIMAN,UT,84096,M,Y,40000,7,0,4950,2475
Souji,Piel,F,414,843-3572,JANESVILLE,WI,53545,M,Y,5000,4.6,0,1400,400
Muhammad,Merani,F,225,648-9745,HOMER,LA,71040,M,Y,100000,6,0,9000,1000
Georgios,Olkin,F,479,502-8618,PARAGOULD,AR,72450,S,N,5000,1.3826939,20,0,0
Salil,Adi,M,479,851-8686,GAMALIEL,AR,72537,M,N,60000,7,0,40,0
Yousri,Burgess,M,918,927-3709,WARNER,OK,74469,M,N,80000,6.25,0,2000,0
Conrado,Herlea,F,707,339-9256,ALHAMBRA,CA,91802,S,***,30000,6.590543,87,0,0
Kanwar,Pinnu,F,302,624-7492,WILMINGTON,DE,19880,S,Y,90000,5.95,110,0,110
Devindra,Ramsey,F,316,262-9605,CONWAY SPRINGS,KS,67031,M,N,30000,6.45,0,4500,0
Yihong,Achugbue,F,512,955-2972,FRESNO,TX,77545,S,Y,5000,0,0,0,0
Yih,Mikkilineni,F,678,650-9716,MUSELLA,GA,31066,M,Y,70000,6,0,5400,3000
Marialuisa,Remington,M,478,306-2747,ROCKY FORD,GA,30455,S,N,75000,6,2700,0,0
Tinku,Minemura,M,917,359-2282,BRONX,NY,10472,S,N,60000,4.3012195,0,0,0
Qin,Piens,F,401,109-5996,WARWICK,RI,2887,M,N,55000,0,0,0,0
Brig,Obtulowicz,F,939,291-3171,SAN JUAN,PR,902,M,N,45000,0,0,0,0
Adeline,Stamp,F,208,224-3740,POLLOCK,ID,83547,M,Y,30000,7.8,0,6600,3300
Fumino,Lovas,M,920,624-7154,GRANTSBURG,WI,54840,M,Y,35000,5.0545335,0,1400,400
Xiaolan,Chuan,M,571,723-5562,BRISTOL,VA,24205,M,Y,10000,3.875,0,1800,900
Hayri,Kajihara,F,615,543-4163,ALLRED,TN,38542,M,Y,15000,0,0,0,0
Thang,Sever,M,617,134-5111,LYNN,MA,1910,M,Y,45000,5.3,0,7150,1000
Felicidad,Zingaretti,F,425,724-8331,FOX ISLAND,WA,98333,S,N,85000,0,0,0,0
Dario,Sylor,F,303,160-4536,YUMA,CO,80759,M,Y,85000,4.63,0,0,0
Wafa,Seress,F,505,765-1331,TRUTH OR CONSEQUENCES,NM,87901,M,Y,15000,4.957143,0,6600,3300
Seungyup,Lafora,M,334,656-5040,BAILEYTON,AL,35019,M,Y,10000,5,0,3000,300
Iwaro,Cromarty,M,202,174-7259,WASHINGTON,DC,20427,M,Y,5000,4.5,0,2740,1370
Saied,Tzruya,F,248,356-2017,HOLLAND,MI,49423,M,Y,65000,3.9,0,6200,3100
Jusung,Muchinsky,M,410,463-7253,CUMBERLAND,MD,21503,M,N,15000,4.75,0,4800,0
Waseem,Partee,M,719,853-9647,LITTLETON,CO,80165,M,Y,20000,4.63,0,0,0
Sudipto,Basnet,M,440,146-1016,CINCINNATI,OH,45250,S,N,5000,0.712,1300,0,0
Gaby,Heinle,M,406,565-2343,FORT BENTON,MT,59442,S,Y,70000,6.9,1900,0,1900
Azer,Miara,F,907,529-4666,SLEETMUTE,AK,99668,M,Y,55000,0,0,0,0
Mirta,Batliner,M,202,602-7382,WASHINGTON,DC,20538,M,N,90000,9,0,2740,0
Annegret,Falco,F,507,345-1461,IRON,MN,55751,M,N,5000,5.35,0,6600,0
Junjie,Bednarek,M,334,197-9964,GARDEN CITY,AL,35070,M,N,10000,5,0,3000,0
Edin,Spicer,M,805,306-6235,PORTOLA,CA,96122,M,N,30000,6.590543,0,174,0
Naohisa,Reisfelder,M,302,903-2073,KENTON,DE,19955,S,Y,60000,5.95,110,0,110
Vimal,Mattison,F,207,121-5001,SEBAGO LAKE,ME,4075,M,Y,60000,8.5,0,5700,2850
Linlin,Nedela,M,318,701-9278,CHURCH POINT,LA,70525,M,Y,20000,4.4,***,9000,1000
Sajoong,Roura,F,304,777-9787,GANDEEVILLE,WV,25243,M,N,100000,6.5,0,4000,0
Stellan,Usher,M,971,173-6968,GATES,OR,97346,S,N,30000,9,159,0,0
Amarnath,Bal,M,228,462-5677,PANTHER BURN,MS,38765,S,N,15000,5,6000,0,0
Gordan,Eigler,M,919,452-1351,FRANKLIN,NC,28744,S,Y,25000,6.256993,3300,0,3300
