196399.city,SPRIGVILLE,SPRINGVILLE
51466.haschild,***,Y
62273.salary,2000u0,20000
108806.lname,Mercr,Mercer
26111.childexemp,,0
60207.city,PLINGTON,APLINGTON
194407.areacode,930,903
72700.singleexemp,***,0
82793.areacode,02,802
33412.marriedexemp,381,318
191732.city,HELSEA,CHELSEA
113196.marriedexemp,,0
39321.maritalstatus,mS,S
90888.city,KARON,AKRON
167644.phone,681-5853,681-5835
146473.state,AoR,AR
96086.singleexemp,***,0
11738.city,YNXVILLE,LYNXVILLE
190247.state,SxC,SC
55030.fname,Grlenn,Glenn
96207.haschild,***,Y
8352.gender,***,M
134924.state,DtC,DC
51293.fname,Garel,Garrel
69451.haschild,rY,Y
19091.state,M,NM
52689.phone,509-45i47,509-4547
177124.childexemp,n0,0
56892.singleexemp,***,0
150951.city,RACO,ARCO
8934.childexemp,***,0
182444.state,RA,AR
167018.rate,50.,5.0
73418.marriedexemp,n0,0
158088.childexemp,x0,0
139175.city,ARaNAUDVILLE,ARNAUDVILLE
188813.fname,aYLing,YaLing
71075.marriedexemp,,0
149104.childexemp,***,0
108338.marriedexemp,l0,0
140975.areacode,f308,308
9412.state,C,DC
97213.salary,1x00000,100000
84359.city,dALTUS,ALTUS
166991.childexemp,x0,0
68848.phone,15t8-9001,158-9001
115112.gender,,F
105936.city,ADERSON,ANDERSON
99642.rate,0.t0,0.0
160961.singleexemp,j0,0
81547.salary,70000***,70000
188144.salary,50500,55000
114583.areacode,15,715
130953.haschild,rY,Y
39294.lname,Eplhick,Elphick
139927.rate,65.,6.5
67938.phone,572-9499,572-4999
173271.gender,rM,M
198134.childexemp,,0
143107.singleexemp,***,0
95469.haschild,,Y
164772.salary,59000,95000
34907.city,COcPE,COPE
172712.childexemp,,0
91840.haschild,***,Y
149193.haschild,iN,N
39631.childexemp,y0,0
23757.salary,6500,65000
15978.childexemp,,0
51477.maritalstatus,***,M
75901.city,VRESAILLES,VERSAILLES
163003.city,NDERSON,ANDERSON
103872.childexemp,***,0
106148.gender,,M
120777.state,RP,PR
48229.lname,Lowten,Lowen
134314.singleexemp,,0
53262.state,C,DC
77897.rate,3r.533564,3.533564
108231.childexemp,***,0
32926.state,uUT,UT
7419.gender,,F
189297.city,SAN ATONIO,SAN ANTONIO
95012.maritalstatus,,M
199392.singleexemp,q0,0
128182.state,DuC,DC
42286.fname,Evlinia,Elvinia
104389.state,CD,DC
163372.singleexemp,,0
20891.childexemp,,0
40164.haschild,gY,Y
45139.city,ANAHLA,ANAHOLA
48595.phone,334-6719***,334-6719
792.marriedexemp,1200,12000
33147.haschild,nY,Y
168610.childexemp,230,2300
111672.phone,193-770,193-7730
79821.singleexemp,0100,1000
124512.childexemp,300,3300
63608.marriedexemp,***,0
123178.state,LA,AL
145531.state,Y,WY
199408.zip,610p47,61047
38234.state,AC,CA
7700.gender,nF,F
48744.phone,636-2277,663-2277
168735.areacode,93m7,937
182911.city,PTNAM,PUTNAM
89304.childexemp,j0,0
60396.lname,Farhk,Farkh
55402.lname,Dulnog,Dulong
94816.singleexemp,***,0
29261.singleexemp,***,0
88107.lname,Scanloin,Scanlon
154338.zip,6617,66417
168643.zip,7443w4,74434
193846.marriedexemp,,0
73978.city,ALTARI,ALTAIR
44141.singleexemp,,0
8267.state,DiC,DC
66458.marriedexemp,***,0
145497.lname,Agarfiotis,Agrafiotis
14032.haschild,***,N
9703.lname,Barvniok,Barvinok
32831.haschild,,N
169022.salary,8500,85000
266.marriedexemp,a0,0
115235.phone,609-380,609-3580
63377.childexemp,4l00,400
190164.lname,Turnbnull,Turnbull
52242.maritalstatus,,S
199714.maritalstatus,***,M
109720.zip,h29137,29137
51598.state,IR,RI
95992.lname,Azadmtanesh,Azadmanesh
39605.singleexemp,2745,2475
43953.phone,596-7677,569-7677
114486.singleexemp,***,0
138543.singleexemp,l0,0
43249.singleexemp,***,0
88789.state,LI,IL
149274.city,WRAD,WARD
9366.city,LATON,ALTON
46443.singleexemp,,0
147786.rate,4.5856763,4.5857663
62576.rate,.85,7.85
153724.phone,08-7270,308-7270
189793.marriedexemp,m0,0
22696.city,TAPA,TAMPA
183833.city,ARDMyORE,ARDMORE
199325.childexemp,***,0
163485.fname,Sugowo,Sugwoo
155996.phone,748z-7366,748-7366
19764.marriedexemp,***,0
7336.gender,***,F
90334.salary,10e0000,100000
165551.marriedexemp,495e0,4950
163315.childexemp,***,0
111923.gender,***,F
21486.phone,270-8249,207-8249
75170.rate,5h.575788,5.575788
17460.phone,766-5737,676-5737
191338.state,lTN,TN
52434.fname,eorgy,Georgy
94706.fname,oKuniji,Kuniji
44244.state,AC,CA
107358.city,AMBOSE,AMBROSE
151795.state,C,DC
120875.zip,6029,6092
127231.childexemp,g0,0
13043.state,SM,MS
24702.state,L,AL
100559.rate,.0,7.0
188651.singleexemp,***,0
91465.fname,Kirakc,Kirack
175572.haschild,fN,N
152250.haschild,,N
193282.zip,61,961
178599.gender,***,M
160980.marriedexemp,z0,0
160771.state,KO,OK
145231.gender,iM,M
53984.city,TIMBERL AKE,TIMBER LAKE
174640.gender,cF,F
87939.state,IuD,ID
34491.city,SANDHIvLL,SANDHILL
56130.city,ANCHORGAE,ANCHORAGE
179939.childexemp,,0
90411.state,CD,DC
173339.childexemp,***,0
5077.gender,hF,F
129996.zip,7821w2,78212
167020.city,HRADBURLY,HARDBURLY
148344.childexemp,,0
140017.fname,Roayk,Rayk
180579.singleexemp,g0,0
182684.city,SAIT FRANCIS,SAINT FRANCIS
130360.maritalstatus,iM,M
83561.phone,674-3830,764-3830
153348.state,C,DC
164048.childexemp,h0,0
141392.phone,m992-8371,992-8371
91092.fname,Kimmihiro,Kimihiro
136102.city,AMORIjTA,AMORITA
168200.areacode,z585,585
195033.fname,Yuahsi,Yuhsi
56867.marriedexemp,m0,0
75175.singleexemp,n0,0
189621.zip,26755***,26755
114798.marriedexemp,***,0
13717.state,iME,ME
25339.haschild,eY,Y
195337.marriedexemp,v0,0
75844.childexemp,500,1500
71845.singleexemp,35t75,3575
72063.areacode,86z3,863
133264.city,MILFORjD,MILFORD
50542.lname,Krishan,Krishna
84761.zip,3936n2,39362
40110.state,DfC,DC
82433.singleexemp,p0,0
131520.marriedexemp,b0,0
90212.state,R,AR
19819.gender,***,F
12811.areacode,57,857
129663.fname,Praadise,Paradise
53242.city,LBUQUERQUE,ALBUQUERQUE
115646.zip,82008,80208
136991.maritalstatus,,M
180506.marriedexemp,***,0
3830.gender,fF,F
173055.state,R,AR
97454.state,AvL,AL
179079.childexemp,,0
195403.rate,6.59054f3,6.590543
1412.gender,hF,F
196070.singleexemp,l0,0
58539.city,JNA,JENA
62678.lname,Brumemr,Brummer
55302.areacode,20,720
186589.maritalstatus,***,S
15962.state,R,AR
38160.marriedexemp,i0,0
126794.zip,31049,31094
153367.childexemp,f0,0
113441.phone,h996-3267,996-3267
23756.fname,Calos,Carlos
80976.city,ACNTON,CANTON
175690.haschild,***,N
49288.singleexemp,000,1000
73248.marriedexemp,p0,0
100562.marriedexemp,,0
177656.singleexemp,***,0
60920.city,ANCHROAGE,ANCHORAGE
22987.phone,90-2164,990-2164
116341.salary,20000***,20000
180020.haschild,***,N
192821.state,VN,NV
122196.state,CD,DC
82634.salary,54000,45000
154759.fname,Sigenori,Shigenori
171752.rate,.4265,4.265
165797.zip,2211,42211
74502.areacode,25o2,252
66466.marriedexemp,,0
185083.marriedexemp,,0
98828.state,C,DC
105820.zip,5609t8,56098
3563.gender,tF,F
86767.city,yAPPLE RIVER,APPLE RIVER
47405.city,RLINGTON,ARLINGTON
18877.maritalstatus,,M
7594.state,RA,AR
3399.singleexemp,x0,0
142373.marriedexemp,t0,0
192657.city,ASOTeIN,ASOTIN
172820.city,ALOV,ALVO
134453.marriedexemp,d0,0
115908.phone,546-640,546-6480
191720.zip,53168,53186
156239.city,MATRIN,MARTIN
160563.phone,55-5373,585-5373
149870.childexemp,***,0
99693.marriedexemp,,0
116742.haschild,***,Y
186626.singleexemp,***,0
45655.lname,Lobveland,Loveland
5187.city,cHARBORTON,HARBORTON
131997.marriedexemp,260,206
31082.childexemp,***,0
187229.state,KO,OK
30663.gender,,M
70596.marriedexemp,***,0
159668.maritalstatus,,M
158336.childexemp,,0
150591.city,zROBINSONVILLE,ROBINSONVILLE
119623.singleexemp,***,0
18404.childexemp,,0
183034.zip,25141,25114
145302.city,vALVA,ALVA
176605.lname,Vilr,Vilar
126605.lname,cSpira,Spira
66894.city,EAST RUTHERFORbD,EAST RUTHERFORD
145975.state,L,AL
6339.gender,,F
65002.state,C,DC
59119.state,R,AR
184981.state,J,NJ
94021.gender,,M
12361.marriedexemp,r0,0
86009.state,R,AR
175982.state,mAL,AL
79025.areacode,51,541
184199.gender,oF,F
121601.singleexemp,c0,0
12641.lname,Bervqvist,Berqvist
17695.gender,aF,F
116808.rate,.00,0.0
32278.salary,10000a0,100000
105492.state,RA,AR
132025.state,RA,AR
98429.singleexemp,2805,2850
5779.gender,mF,F
15968.areacode,k701,701
41255.childexemp,w1500,1500
5586.marriedexemp,,0
81798.state,OC,CO
41914.city,HARTOFRD,HARTFORD
40405.zip,5950,59250
95271.state,L,AL
161208.rate,m3.9,3.9
8381.gender,,F
5710.singleexemp,b0,0
75131.city,KENqOSHA,KENOSHA
8328.state,CD,DC
197332.childexemp,***,0
167970.areacode,230,203
556.salary,f80000,80000
92822.rate,z6.0,6.0
143745.city,AEMS,AMES
10879.fname,uAria,Aria
85513.phone,z566-1291,566-1291
162810.marriedexemp,400,4000
119619.areacode,28,208
117707.lname,Barerteau,Barreteau
18569.singleexemp,r0,0
16784.haschild,aN,N
172429.childexemp,g0,0
171861.city,ANHCORAGE,ANCHORAGE
18981.zip,q98607,98607
193940.state,RA,AR
44116.childexemp,***,0
30993.fname,Corenll,Cornell
50092.areacode,775***,775
164968.haschild,,Y
155375.singleexemp,,0
114744.haschild,yY,Y
103677.childexemp,***,0
172528.city,CAROLoINA,CAROLINA
46991.phone,60u8-4190,608-4190
180267.singleexemp,,0
40505.lname,rant,Grant
170847.singleexemp,u0,0
97703.salary,6000t0,60000
87499.maritalstatus,iS,S
9551.marriedexemp,,0
144004.city,ARTESAI,ARTESIA
92325.city,ANcAHOLA,ANAHOLA
197133.zip,83z823,83823
168334.zip,7203,97203
63333.childexemp,,0
70420.childexemp,20r00,2000
164093.childexemp,***,0
78263.phone,24-9708,824-9708
63458.singleexemp,33g00,3300
143666.maritalstatus,***,S
90701.rate,9.g0,9.0
198334.gender,,M
118612.phone,832-219,832-2919
92948.zip,s37688,37688
86409.state,C,DC
164249.marriedexemp,,0
71288.city,SAINT BERNADR,SAINT BERNARD
72186.areacode,6s41,641
30439.marriedexemp,n0,0
4337.phone,987-255,987-2755
187919.marriedexemp,***,0
195213.marriedexemp,o0,0
55639.zip,39724,37924
160065.gender,zF,F
151856.marriedexemp,l0,0
70634.lname,Margaian,Margarian
8220.gender,***,F
102555.lname,Sakomtoo,Sakomoto
41172.rate,6m.0,6.0
145608.lname,Goemas,Goemans
111185.state,R,AR
90114.maritalstatus,***,M
34145.maritalstatus,,S
108989.lname,Bicarreui,Bicarregui
69844.state,LA,AL
45366.gender,sF,F
26672.childexemp,h0,0
137643.childexemp,t0,0
30269.city,LINCLON,LINCOLN
63582.city,AfRVADA,ARVADA
173169.phone,826-1919,826-1991
32027.marriedexemp,420t0,4200
15876.lname,Gopalakrishan,Gopalakrishnan
67785.state,A,LA
184307.salary,30000***,30000
142678.singleexemp,k0,0
197141.marriedexemp,,0
146479.zip,63845,68345
65676.city,POmRTAGE,PORTAGE
87277.gender,***,M
49899.singleexemp,n0,0
6199.gender,yF,F
107919.marriedexemp,,0
141003.city,DEMOPOLjIS,DEMOPOLIS
31638.fname,urt,Curt
187236.maritalstatus,lM,M
58716.gender,wF,F
143552.childexemp,,0
36215.zip,2756,27506
30922.childexemp,***,0
91541.city,ALVeO,ALVO
126248.state,C,DC
122658.maritalstatus,lM,M
77751.rate,5.7o5,5.75
30096.phone,403-984u3,403-9843
103520.lname,offat,Moffat
45642.state,CD,DC
2925.gender,***,F
52968.childexemp,w0,0
173049.fname,Tmoyuki,Tomoyuki
70075.state,R,AR
22742.lname,Figueireo,Figueiredo
153232.phone,46b6-2069,466-2069
60880.maritalstatus,,M
170919.salary,5000***,5000
164445.gender,***,M
90281.singleexemp,l0,0
96439.city,ARVeADA,ARVADA
100608.haschild,***,Y
101849.state,RA,AR
77829.gender,***,F
171219.lname,Baeziner,Baezner
21700.phone,140-2916,140-2961
33258.state,NM,MN
149421.childexemp,,0
115816.marriedexemp,2450y0,24500
89985.haschild,vY,Y
164581.gender,vM,M
167330.state,DI,ID
154134.gender,***,F
106928.state,DfC,DC
14087.gender,***,F
190423.city,MC ELAN,MC LEAN
84296.singleexemp,***,0
21067.singleexemp,***,0
139963.gender,***,F
1563.areacode,71,971
198607.childexemp,g0,0
67411.maritalstatus,***,M
58289.childexemp,***,0
138980.childexemp,200,2300
40782.fname,Eiat,Einat
2178.gender,gF,F
33755.rate,1.873215,1.873125
194392.maritalstatus,kS,S
189777.state,LA,AL
169185.gender,***,M
22080.state,YK,KY
15918.marriedexemp,,0
114240.gender,,F
151868.singleexemp,,0
50960.areacode,66,606
196906.haschild,,Y
88553.city,ACNHORAGE,ANCHORAGE
4158.gender,rF,F
8229.gender,,F
102006.state,VW,WV
146025.singleexemp,,0
82799.salary,500,5000
180000.city,MORHEAD CITY,MOREHEAD CITY
119248.gender,xF,F
74807.state,DpC,DC
30453.haschild,***,Y
54307.marriedexemp,z0,0
102628.singleexemp,***,0
95877.city,HARTFRD,HARTFORD
60191.state,CD,DC
187577.childexemp,c0,0
73614.city,GENTYR,GENTRY
176102.city,AUASCO,AQUASCO
55564.state,AhL,AL
45266.salary,1000,10000
6734.state,R,PR
190781.marriedexemp,f0,0
29537.phone,26-54076,265-4076
85898.lname,Garigiano,Garigliano
36886.zip,8335,83435
164216.state,xAL,AL
21427.zip,3806g1,38061
82807.city,ARTeESIA,ARTESIA
196185.rate,69.,6.9
125445.salary,5000,65000
46579.singleexemp,***,0
175371.marriedexemp,j0,0
169542.city,AUBURNDLAE,AUBURNDALE
198322.marriedexemp,***,0
81185.salary,6000,60000
30000.city,BRYCE ACNYON,BRYCE CANYON
140325.lname,Hoge,Hogge
26962.rate,00,0.0
190472.childexemp,,0
180996.haschild,,N
4425.gender,fF,F
140991.state,rTX,TX
33879.gender,lF,F
3787.fname,Akuila,Akila
150737.city,LEESUBRG,LEESBURG
143397.childexemp,f0,0
164545.salary,15000***,15000
152062.salary,4000,40000
141842.marriedexemp,270,2740
2428.gender,nF,F
68356.childexemp,,0
178839.fname,erlyn,Verlyn
46098.phone,74-7487,974-7487
102963.lname,Rekih,Rekhi
131405.marriedexemp,n0,0
180515.city,aCRYSTAL,CRYSTAL
162000.fname,Sten,Steen
1416.marriedexemp,d0,0
121927.singleexemp,0200,2000
19514.singleexemp,***,0
153359.city,ASHEVILE,ASHEVILLE
159625.state,LA,AL
94742.state,C,DC
90926.state,C,DC
47142.lname,Pdinar,Pinar
17877.city,TRTON,TURTON
150155.lname,Zirkelbawch,Zirkelbach
29285.salary,b10000,10000
55489.zip,8856,8865
1521.gender,nF,F
125775.state,JN,NJ
167276.childexemp,1j000,1000
149723.childexemp,g0,0
167893.salary,6000r0,60000
139831.city,CATON,CANTON
183127.city,WASHINGTNO,WASHINGTON
151915.city,ARAIB,ARABI
18559.phone,65-5376,659-5376
298.areacode,235,253
82596.state,CD,DC
10007.zip,96o795,96795
22627.state,CD,DC
131689.maritalstatus,***,M
103589.singleexemp,***,0
37243.city,DjOVER,DOVER
199179.fname,Ziiqang,Ziqiang
17167.phone,247-3843,247-3834
148816.singleexemp,***,0
91151.lname,Radvovic,Radovic
31139.rate,4.611111***,4.611111
142037.state,tAL,AL
63808.childexemp,040,400
43144.lname,Uhriok,Uhrik
44593.gender,***,F
188129.haschild,rN,N
177648.state,MhI,MI
10972.singleexemp,,0
61273.city,SAINT PETERhSBURG,SAINT PETERSBURG
197958.salary,5000,55000
179774.city,EASTLgAKE,EASTLAKE
144335.singleexemp,***,0
139017.fname,Rnce,Rance
27154.state,pDC,DC
189602.marriedexemp,m0,0
139876.lname,Rebaie,Rebaine
42475.lname,Rilll,Rill
182261.phone,1312549,131-2549
31310.zip,4175,41175
143898.state,C,DC
109110.maritalstatus,,M
187047.maritalstatus,hM,M
47312.marriedexemp,a0,0
139751.haschild,uN,N
150211.gender,vF,F
147607.city,APACHE vJUNCTION,APACHE JUNCTION
165787.maritalstatus,***,S
31296.state,L,AL
139863.state,LA,AL
179257.gender,***,M
72530.marriedexemp,600,6600
115253.singleexemp,***,0
141648.city,ANeDERSON,ANDERSON
175113.childexemp,d0,0
199543.singleexemp,02,20
12874.marriedexemp,,0
139436.haschild,,Y
5989.zip,6846,68946
77300.phone,295-1768,295-1678
8981.salary,6t5000,65000
141808.marriedexemp,714,174
123324.marriedexemp,***,0
120062.marriedexemp,***,0
8343.lname,Wassrenhove,Wassenhove
148707.childexemp,v0,0
183481.singleexemp,,0
108260.haschild,xN,N
133312.childexemp,,0
14262.city,AUSTNI,AUSTIN
96524.zip,83s428,83428
127924.marriedexemp,,0
187223.childexemp,***,0
129616.fname,Paoalo,Paolo
103179.salary,5500,55000
115748.gender,***,M
178708.marriedexemp,400,1400
6926.gender,,F
2671.gender,***,F
105210.lname,Engjlish,English
137678.childexemp,p0,0
20023.fname,jajesh,Bjajesh
71795.singleexemp,h0,0
157596.city,TD,TAD
142695.city,BILOIX,BILOXI
148176.childexemp,,0
160080.phone,83-51913,835-1913
147975.state,pNV,NV
72262.state,I,RI
132778.state,uNJ,NJ
163450.state,LA,AL
153713.city,ARDMROE,ARDMORE
173306.phone,993-u6951,993-6951
155377.lname,Kitayamna,Kitayama
136868.state,J,NJ
1377.gender,,F
34305.city,ANANNDALE,ANNANDALE
192249.marriedexemp,***,0
188976.maritalstatus,***,M
196323.marriedexemp,800,3800
162356.marriedexemp,12000***,12000
109073.city,ALOTN,ALTON
126519.rate,n0.0,0.0
164983.childexemp,***,0
118714.maritalstatus,sS,S
187524.state,J,NJ
1895.gender,wF,F
1037.gender,,F
159036.singleexemp,7a00,700
39048.state,KsS,KS
73397.marriedexemp,100,1800
141884.state,C,DC
10269.marriedexemp,***,0
137412.maritalstatus,***,S
43609.zip,1i3143,13143
148020.areacode,80w2,802
56214.zip,i99657,99657
41717.haschild,***,N
38663.lname,Schahc,Schach
26062.salary,0000,10000
172358.marriedexemp,r0,0
58985.singleexemp,,0
109077.marriedexemp,26,206
158418.state,WaA,WA
142120.lname,Hudilcka,Hudlicka
192139.haschild,fY,Y
54877.marriedexemp,i0,0
106207.state,CD,DC
42617.haschild,***,Y
168920.phone,359-4969,359-4699
3591.gender,***,F
36262.areacode,58,518
77327.city,ANADRKO,ANADARKO
195466.city,GORHkAM,GORHAM
46298.lname,Ruococ,Ruocco
188447.singleexemp,,0
178343.state,EN,NE
58880.state,AzL,AL
118020.state,aDC,DC
108197.phone,630-353p2,630-3532
20989.singleexemp,n0,0
176963.maritalstatus,***,S
64851.city,MITLON,MILTON
90176.marriedexemp,***,0
28073.salary,90r000,90000
152334.childexemp,c0,0
65112.childexemp,***,0
138648.zip,5652q8,56528
84583.salary,2500i0,25000
95644.state,IH,HI
191558.singleexemp,,0
17846.zip,7523,57523
89736.haschild,zN,N
7373.rate,.0,5.0
134338.phone,515-5916,155-5916
109091.fname,Majs,Mas
178926.phone,364-9644,364-9464
117492.state,CD,DC
141990.lname,Stervell,Strevell
230.city,HIwLLBURN,HILLBURN
3142.gender,pF,F
27406.rate,60.,6.0
65922.marriedexemp,,0
144025.zip,15177,11577
102147.marriedexemp,h0,0
107847.zip,97b494,97494
122726.childexemp,c0,0
24012.haschild,mY,Y
172732.city,ARdVADA,ARVADA
56626.phone,26-8055,276-8055
109484.lname,Moambella,Mambella
26069.childexemp,n0,0
105269.city,UGNLOCK,GUNLOCK
177301.salary,500,5000
34050.singleexemp,n0,0
68522.zip,q20623,20623
158289.childexemp,***,0
122399.state,C,DC
137369.city,ANOLD,ARNOLD
148218.marriedexemp,6d600,6600
35044.rate,5.q1000004,5.1000004
29813.fname,Cluas,Claus
164553.city,ELLEDNALE,ELLENDALE
184809.gender,***,F
170966.marriedexemp,,0
95546.salary,9000,90000
68531.maritalstatus,***,S
45435.maritalstatus,,M
120239.childexemp,,0
88207.zip,3041,43041
125709.fname,Nmoi,Nomi
31327.phone,7221661,722-1661
57578.state,AfR,AR
107535.childexemp,u0,0
185049.areacode,7j75,775
62402.state,J,NJ
186399.gender,***,M
127388.city,ILO,MILO
80271.childexemp,n0,0
65315.areacode,4j01,401
29062.salary,0000,50000
103038.maritalstatus,***,M
17558.singleexemp,3300***,3300
87779.rate,70,7.0
124986.city,GERMANTpOWN,GERMANTOWN
90303.singleexemp,300,3300
161829.childexemp,***,0
5042.state,C,DC
110635.gender,zM,M
185977.fname,ianchang,Xianchang
193730.salary,60000***,60000
173067.phone,3081-470,308-1470
68548.singleexemp,***,0
44867.haschild,,Y
161731.marriedexemp,***,0
53263.haschild,yY,Y
74222.singleexemp,g0,0
193512.phone,9878-302,987-8302
179.rate,00.,0.0
10131.state,NT,TN
2284.gender,fF,F
57169.childexemp,10,110
27521.haschild,zN,N
169815.marriedexemp,***,0
65865.singleexemp,i0,0
187999.gender,***,M
103891.salary,45000***,45000
199261.marriedexemp,x0,0
164058.fname,Sumeh,Sumedh
148646.state,AM,MA
14910.childexemp,,0
15341.city,CAMP LEEJUNE,CAMP LEJEUNE
105055.salary,5000***,5000
102179.city,ATLANTyA,ATLANTA
124317.marriedexemp,u0,0
26831.singleexemp,***,0
56457.state,tMT,MT
119404.rate,.07,3.07
150315.state,L,AL
198761.childexemp,195,159
148112.state,K,OK
56776.city,LIVOIA,LIVONIA
57928.salary,9500,95000
118785.state,C,NC
22604.gender,***,M
136420.haschild,,N
21291.singleexemp,,0
35480.fname,hananjai,Dhananjai
66743.state,yTN,TN
82141.fname,Joesphine,Josephine
6920.areacode,8g08,808
34378.state,LI,IL
142504.singleexemp,u0,0
69453.state,LA,AL
12836.state,MfA,MA
544.gender,lF,F
85372.maritalstatus,eM,M
68284.childexemp,,0
85823.singleexemp,***,0
187902.city,HOLLYWODO,HOLLYWOOD
181581.marriedexemp,,0
44205.city,ARLINGON,ARLINGTON
82698.city,MC CRMICK,MC CORMICK
184215.childexemp,,0
45141.fname,Ewrat,Ewart
139731.singleexemp,u0,0
9669.marriedexemp,4200***,4200
876.maritalstatus,vS,S
64470.marriedexemp,,0
181882.childexemp,3300***,3300
164772.childexemp,g0,0
192929.lname,Nederhf,Nederhof
122306.city,BUaRR OAK,BURR OAK
153677.childexemp,1j040,1040
161694.city,ARLINGTN,ARLINGTON
1561.gender,***,F
55223.state,O,MO
72708.childexemp,,0
162471.salary,09000,90000
144495.salary,5000,35000
53319.rate,90.,9.0
28934.singleexemp,***,0
71165.singleexemp,3300***,3300
37143.fname,dDolores,Dolores
149204.state,C,DC
17068.haschild,***,N
195729.state,xAL,AL
34105.areacode,630,603
44371.city,LVADORE,ALVADORE
117251.zip,2c832,2832
95078.state,C,DC
25687.areacode,80c2,802
67351.lname,eretennikov,Veretennikov
163790.marriedexemp,m0,0
64687.zip,8412,98412
173531.maritalstatus,***,M
177287.gender,oM,M
118141.lname,Di,Dai
150170.marriedexemp,***,0
162423.city,yGLOBE,GLOBE
4171.gender,yF,F
33308.city,CT OFF,CUT OFF
8257.gender,mF,F
189943.rate,4.6d3,4.63
80740.maritalstatus,zS,S
147226.salary,30p000,30000
126880.areacode,77w0,770
57779.salary,p60000,60000
174900.fname,Tsunehior,Tsunehiro
179133.haschild,***,Y
48997.lname,Dwunfee,Dunfee
82029.fname,oJs,Jos
31338.haschild,aN,N
173508.marriedexemp,***,0
144770.childexemp,,0
70536.phone,32-71763,327-1763
57699.city,CSUTER,CUSTER
176614.marriedexemp,r0,0
64498.marriedexemp,,0
17750.areacode,07,907
49928.gender,,M
156543.state,D,MD
87718.childexemp,15t00,1500
98733.state,DzC,DC
177521.city,MORENO ALLEY,MORENO VALLEY
108275.marriedexemp,j0,0
31213.maritalstatus,uS,S
192971.childexemp,j0,0
47076.state,CD,DC
162494.childexemp,195,159
182805.salary,1z5000,15000
67701.singleexemp,***,0
21841.state,HN,NH
190473.rate,3.9079095,3.9097095
198775.zip,98r855,98855
174359.areacode,510,501
63910.rate,.70,7.0
108395.state,NT,TN
5073.gender,sF,F
6924.state,eDC,DC
142677.childexemp,o0,0
139136.marriedexemp,600,6600
6114.rate,u0.0,0.0
173613.maritalstatus,***,S
145723.city,ITLDEN,TILDEN
63456.lname,aTkano,Takano
123205.maritalstatus,,S
69127.marriedexemp,***,0
46405.salary,95000***,95000
50723.marriedexemp,,0
181594.state,MpD,MD
58182.zip,t67050,67050
146182.maritalstatus,fS,S
59773.haschild,***,Y
45424.fname,Fabrce,Fabrice
112251.childexemp,o0,0
131862.areacode,451,541
30593.maritalstatus,***,S
179060.zip,57u197,57197
124740.zip,7376,73766
147505.areacode,i660,660
48638.lname,Cah,Cha
193021.childexemp,***,0
77076.state,DaC,DC
115663.areacode,6k03,603
120976.salary,70500,75000
55033.state,AhR,AR
47645.maritalstatus,eM,M
152756.childexemp,,0
42947.zip,81235,81253
91948.haschild,,N
193290.marriedexemp,***,0
138856.haschild,lN,N
3854.gender,,F
4657.gender,pF,F
76693.city,ARECBIO,ARECIBO
94354.lname,VanHilts,VanHilst
74294.lname,Tahnh,Thanh
59805.state,CD,DC
51709.state,N,TN
40791.zip,97r207,97207
56238.salary,100000***,100000
195491.singleexemp,y0,0
105163.childexemp,3n300,3300
65344.childexemp,***,0
74459.salary,70000***,70000
96282.lname,Tyszberwicz,Tyszberowicz
40729.haschild,pY,Y
152812.state,D,ND
111857.marriedexemp,,0
45816.haschild,lY,Y
29725.marriedexemp,,0
190294.rate,6.r9,6.9
6861.gender,***,F
140888.state,DaC,DC
55685.childexemp,***,0
6202.gender,eF,F
14436.lname,DLano,DeLano
139610.areacode,34,234
123035.childexemp,,0
49956.state,DmC,DC
89473.maritalstatus,rM,M
160016.zip,23365,23356
198999.salary,7000,70000
168459.zip,58514,58541
86755.salary,5000,65000
191619.city,ANTHOYN,ANTHONY
87774.state,C,DC
109743.city,ANnGIER,ANGIER
44933.fname,velina,Evelina
99748.state,yAR,AR
12172.city,ALTNO,ALTON
161790.childexemp,,0
191478.city,AGRYLE,ARGYLE
139352.childexemp,,0
190033.lname,Deherwester,Deerwester
102095.maritalstatus,kM,M
98839.rate,k7.0,7.0
78259.haschild,,Y
186577.singleexemp,k0,0
34986.singleexemp,,0
121536.rate,.53,5.3
71192.childexemp,900***,900
23963.fname,Cabrol,Carol
79523.maritalstatus,***,M
141670.gender,***,F
120331.lname,uRffin,Ruffin
115091.singleexemp,,0
147174.lname,Ogaa,Ogawa
177351.areacode,685,865
39179.fname,qDzung,Dzung
174479.zip,7545,47545
46831.salary,90000***,90000
98000.state,vTX,TX
161324.marriedexemp,,0
103417.marriedexemp,,0
69994.state,TwN,TN
62420.marriedexemp,***,0
152398.salary,9500l0,95000
112833.gender,***,F
46490.zip,20958,29058
83800.haschild,,Y
92075.marriedexemp,***,0
166122.lname,Habuerman,Haberman
79182.fname,inhui,Jinhui
163636.rate,.69,6.9
5839.state,pAL,AL
11435.haschild,,N
196625.childexemp,,0
124686.haschild,***,N
2091.gender,oF,F
132429.salary,m65000,65000
2116.gender,gF,F
129133.singleexemp,r0,0
117250.salary,5000***,5000
93952.city,EL KCREEK,ELK CREEK
174216.marriedexemp,0400,4000
119729.marriedexemp,***,0
112068.singleexemp,***,0
