28291.city,BiOW,BOW
29013.phone,423-9099,432-9099
26608.fname,Xiqe,Xie
22746.city,PARKEtR,PARKER
47643.city,BOLDER,BOULDER
12663.rate,50,5.0
1501.marriedexemp,***,0
10395.haschild,eY,Y
46913.city,cBLAIRSVILLE,BLAIRSVILLE
10607.state,CD,DC
8792.areacode,08,308
42837.city,BLACKWLL,BLACKWELL
43866.zip,10318,10138
45614.state,EM,ME
31812.haschild,,Y
16413.fname,Valyery,Valery
38878.lname,Fnreivalds,Freivalds
22243.gender,***,F
2396.city,FRAGO,FARGO
7256.rate,.9,3.9
29677.gender,***,F
49284.city,BLILINGS,BILLINGS
23046.phone,85-35705,853-5705
19486.singleexemp,***,0
15841.lname,iran,Biran
49098.state,EM,ME
19927.state,jAR,AR
43518.state,DoE,DE
2827.maritalstatus,***,M
18726.state,C,DC
15479.marriedexemp,,0
33565.zip,65670,56670
1925.salary,80000***,80000
21772.marriedexemp,20,220
16351.state,DkC,DC
19806.lname,Kubetr,Kubert
30045.haschild,***,N
39352.areacode,f435,435
45963.marriedexemp,,0
33756.city,BENOTN,BENTON
23360.childexemp,a0,0
25512.phone,8e93-5337,893-5337
39309.areacode,h240,240
40844.state,A,PA
1376.state,DuC,DC
42393.marriedexemp,2400,24500
4343.rate,b9.3,9.3
25787.state,CD,DC
23895.gender,kF,F
34949.marriedexemp,22z0,220
42065.fname,Kejn,Kejun
17039.marriedexemp,000,3000
41549.state,AeL,AL
46971.areacode,70,770
17994.fname,Jono,Joon
44707.city,OBVILL,BOVILL
35143.state,T,MT
39609.phone,14-4765,144-4765
44162.singleexemp,3h100,3100
39693.marriedexemp,2500,24500
21380.state,KA,AK
40262.state,AsL,AL
21715.zip,84238,84328
24080.fname,Yichiangg,Yichiang
1178.rate,70.,7.0
10595.lname,Ruudaz,Rudaz
19871.haschild,***,Y
20952.city,BEAVRETON,BEAVERTON
37959.lname,Tees,Thees
5475.phone,626-3215,662-3215
37540.marriedexemp,f0,0
40152.city,GARDEN ICTY,GARDEN CITY
16696.haschild,wN,N
16276.marriedexemp,7240,2740
11369.lname,Gursoqy,Gursoy
45251.childexemp,h0,0
14669.marriedexemp,,0
17374.childexemp,101,110
17519.fname,Danubta,Danuta
32633.singleexemp,22q50,2250
48896.singleexemp,r0,0
48774.marriedexemp,,0
47748.singleexemp,***,0
15363.state,C,DC
11738.singleexemp,***,0
5764.salary,4000,40000
22894.zip,83338,38338
35378.fname,ad,Aad
10185.state,eAR,AR
37003.marriedexemp,202,220
3574.marriedexemp,20,220
43880.city,LAIR,BLAIR
39030.state,AjL,AL
41457.state,CD,DC
43038.state,R,AR
46597.marriedexemp,24500***,24500
35160.childexemp,***,0
17445.state,MkT,MT
14138.gender,,M
43256.singleexemp,,0
37662.maritalstatus,,M
34756.marriedexemp,20,220
8348.areacode,f402,402
32725.marriedexemp,240,2740
35911.city,BIGFROK,BIGFORK
49822.fname,tsuji,Etsuji
44843.salary,80000***,80000
5448.gender,gM,M
15109.gender,wF,F
21495.singleexemp,c0,0
30896.marriedexemp,c0,0
7873.rate,.00,0.0
13231.salary,0500,5000
38572.zip,40065,40056
22070.childexemp,m0,0
31107.lname,Konatzky,Kornatzky
46074.gender,,F
14628.state,RA,AR
48686.rate,625,6.25
23912.salary,600q00,60000
45069.childexemp,s0,0
40632.singleexemp,,0
9098.gender,***,F
23386.state,O,CO
36641.gender,kF,F
31573.state,AwK,AK
30084.state,KA,AK
31969.marriedexemp,24x500,24500
8001.phone,615-696,615-6496
35280.state,D,SD
36854.childexemp,b0,0
17899.haschild,***,Y
21612.city,BOgQUERON,BOQUERON
7379.marriedexemp,***,0
49392.gender,bF,F
1482.state,fTX,TX
430.state,AG,GA
33819.state,C,DC
39145.marriedexemp,2t20,220
11131.phone,69-4568,690-4568
15063.fname,Brni,Berni
32586.gender,aF,F
11725.rate,.5529042,5.529042
33997.city,BLEU RIVER,BLUE RIVER
27306.state,C,DC
38752.salary,95000***,95000
9677.rate,.9,6.9
43376.state,C,DC
47942.singleexemp,,0
36211.gender,***,F
30783.state,R,AR
34644.singleexemp,***,0
3348.marriedexemp,,0
42455.gender,pF,F
21333.gender,kF,F
25771.singleexemp,c0,0
46191.state,D,SD
47061.city,PORT BYRNO,PORT BYRON
31884.gender,***,F
34259.haschild,eN,N
4927.haschild,fY,Y
37869.singleexemp,4200,2400
38469.singleexemp,,0
9156.gender,,F
48479.childexemp,,0
42990.fname,Sue,Shue
9310.gender,,M
1932.lname,Colugh,Clough
28210.childexemp,,0
41075.city,WINCHSETER,WINCHESTER
28057.childexemp,***,0
7980.phone,224-1813,224-8113
49933.maritalstatus,***,S
10556.haschild,***,N
8024.childexemp,300,3300
49012.areacode,18,718
49199.gender,***,F
47078.state,DjC,DC
2786.marriedexemp,n0,0
22913.city,PITKIxN,PITKIN
35797.haschild,,Y
36464.childexemp,i0,0
46917.city,OLD BAR,GOLD BAR
1572.maritalstatus,***,S
44733.salary,1000,10000
42882.state,L,AL
45303.areacode,91,971
16925.state,MdI,MI
22404.singleexemp,2750,12750
8671.zip,7200,7020
47153.maritalstatus,***,S
24872.marriedexemp,200,2080
7935.maritalstatus,wS,S
8354.childexemp,,0
49791.lname,Gixhr,Gihr
2094.fname,uYagil,Yagil
37277.haschild,,Y
14808.gender,wF,F
34091.haschild,***,N
38347.childexemp,q0,0
48196.state,LA,AL
46937.zip,4272,24272
46158.marriedexemp,,0
6669.salary,300h00,30000
41178.singleexemp,,0
38882.city,OROVDAA,OROVADA
35087.singleexemp,s2475,2475
36286.city,BOSTNO,BOSTON
47716.phone,26-7135,126-7135
1560.marriedexemp,b0,0
255.areacode,821,812
44593.childexemp,***,0
7550.maritalstatus,,M
19938.city,EULAH,BEULAH
32610.maritalstatus,kM,M
9102.city,BEAVERTNO,BEAVERTON
37642.city,BxELMONT,BELMONT
26542.fname,Nexll,Nell
36234.phone,47-7635,497-7635
18601.state,LA,AL
40621.state,C,DC
20059.phone,3424301,342-4301
40211.childexemp,l0,0
22635.lname,Zgaha,Zagha
6080.maritalstatus,***,S
13876.rate,.0,0.0
37903.zip,8871,83871
29274.areacode,82,802
32643.city,BEAvTTY,BEATTY
17205.gender,***,F
42526.state,L,AL
17181.marriedexemp,0300,3000
14482.areacode,03,803
40912.marriedexemp,v0,0
40612.singleexemp,***,0
26370.singleexemp,w0,0
47535.zip,378j67,37867
47541.state,A,LA
30464.childexemp,000,1000
13743.singleexemp,n0,0
30336.zip,2z1678,21678
4536.salary,10500,15000
13971.fname,Hanhng,Hanhong
17970.haschild,,Y
7656.state,C,DC
7191.salary,95t000,95000
46775.marriedexemp,,0
5337.fname,Ycihiang,Yichiang
28412.state,DyC,DC
15503.phone,561-8419,561-8491
41257.maritalstatus,dS,S
30280.marriedexemp,42500,24500
21902.lname,Seghroucnhi,Seghrouchni
12364.marriedexemp,04,40
22727.childexemp,***,0
5426.areacode,91,941
43847.haschild,***,Y
46610.rate,6.y0,6.0
49928.marriedexemp,2704,2740
43838.fname,omei,Komei
47983.city,BLAuCK MOUNTAIN,BLACK MOUNTAIN
34286.zip,4131,84131
48171.singleexemp,j0,0
28954.gender,lF,F
27009.gender,,F
15395.state,DN,ND
5016.salary,25000***,25000
4655.gender,nF,F
18296.gender,***,F
18202.zip,8418,84118
26360.marriedexemp,o0,0
31158.singleexemp,c0,0
31515.rate,q8.25,8.25
44149.areacode,57,757
5632.fname,Rhoit,Rohit
10289.marriedexemp,***,0
11335.marriedexemp,,0
22749.state,yDC,DC
15315.fname,Veronkia,Veronika
27787.childexemp,***,0
38946.marriedexemp,d0,0
20504.city,RjOCKPORT,ROCKPORT
36006.marriedexemp,e0,0
30367.city,EBNTONIA,BENTONIA
44423.maritalstatus,vS,S
25205.haschild,hN,N
17869.singleexemp,2g000,2000
10714.singleexemp,w0,0
39657.childexemp,,0
27312.marriedexemp,,0
16625.singleexemp,21m00,2100
13374.lname,Lafferrere,Lafferriere
34549.salary,500y0,5000
21224.fname,Kujuch,Koujuch
4524.rate,0.879744,0.8779744
15695.areacode,820,802
25034.childexemp,,0
29000.maritalstatus,rM,M
42591.state,LA,AL
34948.marriedexemp,4500,24500
22762.marriedexemp,***,0
48977.city,BOnISE,BOISE
8597.zip,89530,89503
30822.lname,Gilmroe,Gilmore
20998.zip,5611,56171
23715.zip,3107,93107
39525.singleexemp,***,0
28259.fname,Nxedo,Nedo
5751.marriedexemp,,0
16389.city,CMAERON,CAMERON
42052.gender,oF,F
27064.state,CD,DC
41610.singleexemp,***,0
34805.maritalstatus,***,S
16799.state,L,AL
17625.marriedexemp,200n0,2000
21752.zip,8291,2891
22980.marriedexemp,660,6600
32709.singleexemp,,0
28410.maritalstatus,hM,M
21669.haschild,***,Y
19375.childexemp,***,0
46984.singleexemp,,0
43866.gender,***,M
40858.marriedexemp,140v0,1400
43126.rate,.95,5.95
6321.state,CD,DC
33837.haschild,,Y
47375.state,JN,NJ
46404.haschild,***,N
2128.gender,zF,F
20944.state,CD,DC
37016.singleexemp,x0,0
87.areacode,28,208
24012.phone,196-4478,169-4478
24127.fname,Daiog,Daigo
40909.singleexemp,o0,0
21568.city,BALIC,BALTIC
19608.salary,8000,80000
20601.gender,***,F
8692.zip,32u301,32301
27250.state,lWV,WV
29110.maritalstatus,***,M
41081.marriedexemp,g0,0
42809.marriedexemp,***,0
4849.marriedexemp,,0
47010.lname,Chokng,Chong
25353.rate,5.57,5.75
11902.singleexemp,,0
48970.marriedexemp,b0,0
13583.maritalstatus,***,S
27429.childexemp,,0
13858.marriedexemp,274q0,2740
48369.gender,nF,F
46366.gender,,F
32862.childexemp,***,0
27924.city,fBERKSHIRE,BERKSHIRE
29040.haschild,,Y
38758.state,CD,DC
19631.city,CRNING,CORNING
24332.fname,gDavood,Davood
47722.singleexemp,***,0
43393.city,VERMIfLLION,VERMILLION
2685.salary,40000***,40000
24531.marriedexemp,202,220
7046.zip,5521,55021
34528.maritalstatus,,S
44157.state,AoR,AR
2624.singleexemp,,0
37609.haschild,wY,Y
9645.gender,eF,F
33526.singleexemp,,0
44008.state,MeD,MD
1968.marriedexemp,w0,0
11752.areacode,530,503
10856.singleexemp,200,2100
39587.city,LOUIA,LOUISA
32832.rate,d3.9,3.9
24249.marriedexemp,,0
36540.singleexemp,n0,0
30016.singleexemp,,0
35347.zip,49q82,4982
4278.state,NeC,NC
39231.gender,,F
17586.lname,Accomiazzi,Accomazzi
29692.zip,20587,20578
20238.areacode,5g71,571
43686.state,CD,DC
45695.state,A,CA
44554.singleexemp,,0
48294.singleexemp,,0
37276.maritalstatus,,S
28952.city,BLUE SPRIoNGS,BLUE SPRINGS
43493.childexemp,,0
42399.maritalstatus,***,S
41507.lname,Whitlok,Whitlock
27409.city,GLNWOOD,GLENWOOD
22678.marriedexemp,26m00,2600
45118.salary,5000,15000
6281.maritalstatus,cM,M
10990.childexemp,d1000,1000
48008.phone,40-1826,440-1826
49481.zip,3606,33606
27771.state,JN,NJ
49510.phone,603-633,603-6303
9466.maritalstatus,,S
5199.state,DhC,DC
22575.areacode,252,225
24011.state,VW,WV
21581.haschild,,Y
6603.phone,22-7431,822-7431
17713.singleexemp,245,2475
34463.areacode,5s01,501
4335.fname,Xinfesng,Xinfeng
43875.state,KA,AK
41947.state,KA,AK
36348.maritalstatus,***,S
7172.city,ROCHESTR,ROCHESTER
5769.gender,,F
20297.singleexemp,,0
47897.city,CNEBAR,CINEBAR
765.childexemp,1000***,1000
20446.city,FOLfEY,FOLEY
18470.city,NEAWRK,NEWARK
32679.marriedexemp,2450g0,24500
32326.singleexemp,***,0
4576.maritalstatus,***,M
44674.gender,***,M
28437.gender,gM,M
28559.rate,.95,5.95
21683.gender,***,M
15327.haschild,kN,N
23594.zip,7432,75432
1566.fname,Lantzso,Lantzos
32208.salary,0000,70000
32972.marriedexemp,***,0
4115.areacode,630,603
5604.state,A,IA
38975.lname,Gcentner,Gentner
37274.gender,***,F
13894.state,OgR,OR
43632.gender,***,M
42543.state,RA,AR
35348.singleexemp,w0,0
561.gender,rM,M
11830.marriedexemp,,0
9886.gender,,F
27326.state,Y,NY
43599.city,SHAWMTU,SHAWMUT
33000.maritalstatus,hS,S
17835.fname,Daehik,Daeshik
42122.city,LAVALLETET,LAVALLETTE
18207.zip,03347,30347
9170.areacode,270,207
25497.state,CD,DC
41177.state,R,AR
11287.gender,,M
45950.rate,.785,7.85
17794.marriedexemp,***,0
47258.salary,40500,45000
20680.city,BeEND,BEND
32085.state,Z,AZ
48599.fname,Sungcae,Sungchae
24933.state,C,DC
31896.state,R,AR
2046.rate,0.n0,0.0
33263.state,gAL,AL
246.singleexemp,,0
21373.maritalstatus,tM,M
32111.fname,ichard,Richard
34838.salary,6000,60000
34263.state,KA,AK
28978.singleexemp,04,40
22055.singleexemp,***,0
25982.marriedexemp,y0,0
30698.areacode,7v74,774
6856.singleexemp,3300***,3300
23859.phone,216-2596,216-5296
7259.salary,450b00,45000
21500.salary,80000***,80000
31753.rate,2.1037475,2.1034775
49602.state,SK,KS
33428.childexemp,h0,0
25863.gender,***,M
48958.rate,w6.0,6.0
33667.state,CD,DC
34089.state,RA,AR
36080.city,BEECHER FLALS,BEECHER FALLS
31625.state,HN,NH
15706.lname,Baoaleh,Baaleh
32666.salary,8x5000,85000
17099.city,BATONR OUGE,BATON ROUGE
45505.city,LUMMER,PLUMMER
9964.state,DtC,DC
12855.salary,70000***,70000
26950.childexemp,,0
37925.childexemp,e0,0
43094.gender,qM,M
48550.singleexemp,***,0
49675.rate,.45,6.45
11850.singleexemp,z3300,3300
19630.zip,2471,29471
41097.state,dIL,IL
17953.areacode,30n5,305
15364.lname,Caroni,Carboni
43774.city,EW YORK,NEW YORK
3272.rate,.0,5.0
39190.salary,0000,40000
14674.lname,Calerbank,Calderbank
19450.childexemp,z0,0
36743.salary,00000,100000
3470.areacode,u803,803
42937.phone,217-4775,217-4757
19679.singleexemp,***,0
11046.gender,***,F
44506.salary,09000,90000
38657.gender,gF,F
18059.childexemp,,0
27112.lname,Parti,Prati
29017.singleexemp,***,0
29760.state,JN,NJ
46956.areacode,3j37,337
653.haschild,***,N
37208.city,WASHNIGTON,WASHINGTON
18377.state,T,UT
1164.maritalstatus,qM,M
30126.city,MDBURY,MADBURY
49230.marriedexemp,2q20,220
32307.fname,Achlleas,Achilleas
45493.gender,rM,M
6911.city,GURbABO,GURABO
14231.state,CD,DC
15916.maritalstatus,,S
48312.city,RICHOODS,RICHWOODS
30651.zip,18067,81067
7174.salary,5000,35000
8113.lname,Freneley,Ferneley
23056.gender,***,F
1680.marriedexemp,j0,0
48759.singleexemp,,0
33258.state,I,RI
17624.lname,Senrier,Sendrier
8262.phone,94-9019,994-9019
21147.fname,Mehid,Mehdi
5774.childexemp,,0
17207.marriedexemp,t0,0
31363.haschild,,Y
4944.gender,,M
20053.state,IM,MI
22931.gender,,F
20918.gender,gF,F
1627.phone,806-1730,806-1703
9374.gender,***,F
45335.rate,m3.9,3.9
4054.salary,3000,30000
37929.state,R,AR
30973.childexemp,100,1040
31674.state,DtC,DC
49476.city,APRCEL RETURN SERVICE,PARCEL RETURN SERVICE
24130.singleexemp,,0
47558.areacode,230,203
46757.singleexemp,,0
21424.singleexemp,q0,0
1166.haschild,cY,Y
16715.gender,***,F
33238.fname,Wrawick,Warwick
3045.gender,hM,M
26570.phone,146-2826,146-8226
48974.gender,aF,F
19148.phone,93-5246,983-5246
25514.lname,Chrinka,Cherinka
9681.gender,***,F
10511.zip,x57064,57064
41846.city,PITTBURGH,PITTSBURGH
40083.zip,3838,38738
31382.singleexemp,2700***,2700
43284.state,K,AK
49380.salary,9000x0,90000
46897.childexemp,300,3300
20660.state,R,PR
33241.singleexemp,***,0
13978.salary,07000,70000
24066.haschild,,N
43581.maritalstatus,zM,M
38795.city,OISE,BOISE
44580.city,BLOOMINGTON SPINGS,BLOOMINGTON SPRINGS
25269.marriedexemp,2v740,2740
37041.haschild,qN,N
19948.maritalstatus,,S
4535.childexemp,03,103
36133.state,L,AL
8071.gender,vF,F
43979.childexemp,***,0
27860.gender,***,F
25881.marriedexemp,y174,174
39286.city,ANoNADA,ANNADA
30014.city,BLACHLfY,BLACHLY
29131.zip,9009,93009
22668.haschild,***,Y
42788.gender,,F
40568.city,BLACKaWOOD,BLACKWOOD
18456.state,R,OR
9393.areacode,01,701
23357.childexemp,,0
4375.fname,Dra,Dora
46991.lname,gZdrahal,Zdrahal
16735.areacode,25,225
29384.gender,lM,M
33703.childexemp,***,0
15038.city,READS LADNING,READS LANDING
45754.areacode,80c8,808
13705.phone,45-4079,465-4079
37767.rate,e0.0,0.0
8017.lname,Glenstrpu,Glenstrup
36998.singleexemp,j0,0
43163.state,DoC,DC
5821.singleexemp,,0
27766.singleexemp,,0
19170.areacode,03,503
27303.haschild,fY,Y
40515.gender,***,F
24440.childexemp,,0
20013.salary,30000***,30000
28740.state,L,FL
22937.singleexemp,300,3300
6298.zip,5037,5073
45528.areacode,85k6,856
42794.haschild,yY,Y
21913.maritalstatus,nM,M
23536.state,R,AR
3161.salary,5000,35000
7565.maritalstatus,***,M
39451.city,ONESBORO,JONESBORO
45530.city,BOSIE,BOISE
34635.gender,fM,M
1132.phone,6m92-4050,692-4050
40184.marriedexemp,,0
4594.phone,543-1457,534-1457
16196.singleexemp,,0
49255.childexemp,b0,0
47443.phone,79-3108,779-3108
40670.singleexemp,***,0
25634.phone,027-5526,207-5526
37959.singleexemp,***,0
8897.maritalstatus,wS,S
28924.maritalstatus,***,M
24668.state,C,DC
26198.rate,.0,0.0
44754.haschild,***,N
49238.lname,Giannoti,Giannotti
48799.singleexemp,o0,0
29150.state,DuC,DC
42921.city,ETHEL,BETHEL
16438.areacode,16,316
4578.salary,5000***,5000
27413.haschild,rY,Y
31110.salary,30000***,30000
18552.singleexemp,***,0
3759.zip,50l09,5009
45236.state,AjL,AL
36722.marriedexemp,2600***,2600
10938.fname,rPiercarlo,Piercarlo
12199.marriedexemp,400,4200
20530.state,RA,AR
43703.marriedexemp,b40,40
37338.city,BLOKC ISLAND,BLOCK ISLAND
39121.marriedexemp,b0,0
36613.maritalstatus,***,S
35278.lname,Lundelnius,Lundelius
2153.gender,,F
31633.city,STRATFROD,STRATFORD
22793.lname,Christianii,Christianini
31930.state,hDC,DC
48049.haschild,nY,Y
46935.singleexemp,***,0
40452.maritalstatus,***,S
29505.fname,Sukotya,Sukoya
6970.marriedexemp,***,0
40589.state,HO,OH
30812.salary,7500b0,75000
28871.state,KA,AK
39283.salary,0000,80000
18919.singleexemp,t0,0
46638.singleexemp,k3300,3300
3231.marriedexemp,2704,2740
14546.city,gHELENA,HELENA
3010.haschild,,N
20869.childexemp,,0
19105.maritalstatus,***,M
862.fname,Tery,Terry
10389.haschild,***,Y
1673.singleexemp,,0
44852.city,BBOTOWN,BOBTOWN
48984.singleexemp,2d850,2850
43520.haschild,,Y
12922.rate,50.,5.0
32880.lname,aworth,Haworth
42806.phone,384-4296,384-2496
33918.areacode,7u01,701
44278.salary,10000***,10000
34925.singleexemp,2520,2250
11915.salary,55000***,55000
39616.maritalstatus,***,S
48339.areacode,022,202
14591.marriedexemp,***,0
26931.areacode,054,504
33656.state,vNJ,NJ
23933.state,rDC,DC
33280.lname,cattergood,Scattergood
11772.fname,Georgwhios,Georghios
15258.areacode,2x52,252
19196.lname,Piccolki,Piccoli
11716.singleexemp,***,0
46977.city,BLAIRxSVILLE,BLAIRSVILLE
37879.childexemp,,0
12169.gender,***,F
7898.rate,65.,6.5
27613.singleexemp,0100,1000
46351.areacode,05,605
13819.areacode,514,541
29315.zip,95556***,95556
22713.city,BOIE,BOWIE
7520.haschild,kY,Y
9232.salary,2000,20000
28017.gender,,F
979.areacode,25,425
47346.state,L,AL
22838.lname,tFornaciari,Fornaciari
33283.state,hAR,AR
25368.singleexemp,2100***,2100
36854.singleexemp,,0
23584.state,K,AK
36566.state,R,AR
48921.singleexemp,,0
35561.gender,,M
21481.state,LA,AL
2368.maritalstatus,,S
18263.gender,tF,F
30150.childexemp,00,900
25810.gender,gF,F
44024.zip,829o42,82942
39110.fname,Gutoqiang,Guoqiang
19637.areacode,2n03,203
30749.state,CD,DC
23388.city,SAHAWAY,ASHAWAY
14147.gender,nF,F
2358.state,NI,IN
34098.phone,98-73726,987-3726
26669.fname,Strar,Starr
44612.maritalstatus,,M
30811.phone,626-070,626-9070
44019.phone,679-725,679-5725
39511.rate,0.y0,0.0
27328.marriedexemp,2400,4200
4779.zip,48022,84022
49858.zip,3159,13159
8100.city,BKAER,BAKER
44409.marriedexemp,202,220
41723.city,MC CRAChKEN,MC CRACKEN
8874.maritalstatus,hM,M
18368.fname,Smuant,Sumant
30580.city,DUOGLASVILLE,DOUGLASVILLE
26048.state,R,AR
12325.zip,2030z3,20303
3816.haschild,jY,Y
37837.haschild,***,Y
31997.gender,***,F
13214.haschild,jY,Y
1784.city,BOWLING GREEfN,BOWLING GREEN
47632.phone,914-5336,914-5363
35722.city,BELL CENTER,BELLE CENTER
11358.city,FAIFROREST,FAIRFOREST
48349.childexemp,3000***,3000
23738.childexemp,3f100,3100
8588.state,yDC,DC
32707.state,L,IL
15144.rate,.0,0.0
44246.areacode,30,330
30546.state,JN,NJ
49960.salary,450h00,45000
14200.state,DzC,DC
46361.phone,627-735x5,627-7355
28513.state,LA,AL
31643.childexemp,p0,0
15609.maritalstatus,vS,S
4202.state,C,DC
10211.fname,Zeev***,Zeev
40724.gender,nM,M
41030.singleexemp,***,0
38765.areacode,64,864
21834.rate,4127439,4.127439
28159.childexemp,3300***,3300
33326.gender,***,F
11901.gender,,F
11940.phone,1p64-8426,164-8426
825.singleexemp,,0
48637.fname,oDeena,Deena
39660.city,BATON ROUEG,BATON ROUGE
28181.singleexemp,l0,0
33304.rate,c0.0,0.0
10727.childexemp,,0
3794.singleexemp,r0,0
48304.state,jAL,AL
6912.maritalstatus,eS,S
45298.state,C,DC
27146.gender,***,F
37659.areacode,820,802
9759.fname,Jejannette,Jeannette
5799.gender,jM,M
34559.zip,6720,96720
49182.lname,Cohono,Cohoon
41793.gender,,M
3041.city,EVASVILLE,EVANSVILLE
27872.haschild,***,Y
48250.areacode,79,479
28055.areacode,61,601
36696.lname,Madeiar,Madeira
33258.childexemp,,0
47678.marriedexemp,6020,6200
428.maritalstatus,,M
46660.singleexemp,,0
15088.gender,,F
16183.areacode,30j2,302
22298.childexemp,2400***,2400
38687.childexemp,e0,0
7934.city,ENNINGTON,BENNINGTON
42782.childexemp,,0
12798.childexemp,***,0
33828.city,OBWIE,BOWIE
36611.lname,Syag,Syang
28122.marriedexemp,202,220
31666.state,xAL,AL
41927.haschild,yN,N
48157.city,BOkWDLE,BOWDLE
36663.city,PONCHA PSRINGS,PONCHA SPRINGS
23665.state,OjH,OH
42312.state,KA,AK
48865.haschild,,Y
4662.phone,931-w8680,931-8680
15388.city,BAtTH,BATH
18397.zip,29g360,29360
9676.gender,xF,F
24022.fname,Tgzay,Tzay
14226.singleexemp,***,0
45757.marriedexemp,08,80
5631.state,tDC,DC
32026.gender,wM,M
4078.fname,Tarirq,Tariq
8159.state,IbN,IN
7926.lname,Bdyoun,Byoun
6809.fname,Shailendar,Shailendra
14244.haschild,,N
35443.state,IM,MI
199.salary,8000,80000
31412.state,aDC,DC
48518.city,BISHOPVILE,BISHOPVILLE
36701.gender,***,F
43746.gender,,F
31441.state,dDC,DC
35412.city,ROWNSDALE,BROWNSDALE
29142.state,X,TX
39865.rate,4.36,4.63
12225.city,NEWO RLEANS,NEW ORLEANS
34526.fname,Ligduo,Liguo
41251.maritalstatus,***,M
10638.state,CD,DC
30549.rate,60.,6.0
49392.state,AL,LA
27638.singleexemp,k0,0
39661.marriedexemp,27z40,2740
36639.rate,00,0.0
13206.rate,90.,9.0
40622.childexemp,1000***,1000
4885.gender,***,F
1753.fname,itanjali,Gitanjali
6347.state,cNC,NC
45663.maritalstatus,,M
24672.city,NOcGAL,NOGAL
22118.rate,4.3e30183,4.330183
36226.marriedexemp,b0,0
12453.zip,z63636,63636
2214.singleexemp,700,2700
9338.state,AV,VA
14022.areacode,280,208
20095.zip,55o561,55561
5729.marriedexemp,***,0
47838.childexemp,***,0
41805.marriedexemp,3000***,3000
6673.haschild,,Y
6133.marriedexemp,k0,0
1255.haschild,,Y
1352.maritalstatus,***,S
44212.phone,51-2607,517-2607
32881.areacode,86,586
13842.areacode,028,208
45635.singleexemp,,0
48543.singleexemp,q0,0
18660.phone,6i05-6097,605-6097
37728.gender,***,M
1191.childexemp,,0
38446.marriedexemp,***,0
18607.gender,zF,F
29539.marriedexemp,22j0,220
1037.rate,e6.7814684,6.7814684
15958.areacode,06,406
3108.phone,l269-2081,269-2081
42737.singleexemp,,0
22958.childexemp,,0
29424.salary,2000,20000
8970.salary,r65000,65000
10977.childexemp,y0,0
40108.childexemp,***,0
48240.singleexemp,,0
49350.state,KA,AK
35536.zip,113u9,1139
3163.city,yULYSSES,ULYSSES
32161.city,LAKE WILOSN,LAKE WILSON
19684.lname,Irschid,Irshid
18077.city,NEW UNDERuWOOD,NEW UNDERWOOD
43240.salary,6k0000,60000
25927.state,OC,CO
7319.haschild,***,N
13687.marriedexemp,4z000,4000
30263.gender,hM,M
11643.childexemp,100f0,1000
16767.childexemp,***,0
43632.singleexemp,2580,2850
1981.zip,3199,53199
7705.singleexemp,,0
7740.singleexemp,1200,2100
46030.fname,Frioz,Firoz
35974.gender,jM,M
43300.fname,Akihior,Akihiro
19465.city,BATTLE MUONTAIN,BATTLE MOUNTAIN
6645.salary,80000***,80000
30651.salary,65000***,65000
37997.lname,Uppaulru,Uppaluru
22460.marriedexemp,22n0,220
19146.fname,Sakrai,Sakari
5495.rate,.0,0.0
37499.singleexemp,,0
34652.city,BLARI,BLAIR
639.state,CD,DC
47238.singleexemp,l0,0
43193.gender,***,F
8807.lname,Lantka,Lanka
11415.fname,Aktiro,Akiro
23233.singleexemp,***,0
29683.state,DbC,DC
19579.state,IW,WI
44904.marriedexemp,600,2600
22215.maritalstatus,***,S
14215.city,BATON OUGE,BATON ROUGE
17832.fname,Jeogn,Jeong
43035.state,CD,DC
33333.singleexemp,k0,0
43183.zip,48756,48765
6219.childexemp,y0,0
34502.singleexemp,,0
41916.lname,Mapinberger,Mainberger
24057.city,BETHANY EBACH,BETHANY BEACH
24972.childexemp,***,0
49307.rate,.0,5.0
20109.city,BEkND,BEND
5245.salary,75f000,75000
5926.state,E,NE
36708.marriedexemp,***,0
23991.city,AHRBESON,HARBESON
35603.childexemp,,0
25901.phone,40-2581,402-2581
20619.state,WlV,WV
38181.city,ANDOVRE,ANDOVER
35225.singleexemp,m0,0
17750.haschild,,N
30715.state,KA,AK
16954.marriedexemp,660,6600
24401.city,BIG KSY,BIG SKY
14453.state,AM,MA
43333.singleexemp,***,0
34238.state,JN,NJ
33414.marriedexemp,v3000,3000
25050.fname,Kou,Kuo
46058.childexemp,j0,0
19806.singleexemp,***,0
4056.fname,Irzabela,Izabela
18783.zip,041,6041
14694.haschild,***,N
34067.marriedexemp,2000***,2000
8219.phone,184-99y06,184-9906
29379.lname,Valinete,Valiente
11714.fname,Jiyign,Jiying
33078.singleexemp,a0,0
20085.state,LA,AL
22074.gender,***,M
31637.gender,,M
49261.salary,9500b0,95000
6056.singleexemp,z0,0
49723.areacode,a323,323
5280.singleexemp,,0
39753.marriedexemp,m220,220
8886.haschild,yN,N
35683.gender,xM,M
25046.gender,***,F
36144.city,BASSFIELpD,BASSFIELD
17815.gender,***,M
44712.phone,315-071,315-2071
40415.city,BEhTHEL,BETHEL
49293.rate,85.,8.5
25740.state,L,AL
2543.haschild,yY,Y
44956.state,T,VT
33699.maritalstatus,oM,M
15678.childexemp,400,2400
