621.zip,76908,76098
10529.zip,47825,47852
8917.phone,5416650,541-6650
11214.childexemp,***,0
12608.singleexemp,040,1040
18537.childexemp,***,0
19057.gender,dF,F
3184.state,T,CT
9859.salary,10000***,10000
14203.maritalstatus,***,M
17348.singleexemp,***,0
13631.gender,,F
16108.fname,Ishnatha,Ishantha
18646.childexemp,***,0
19554.maritalstatus,***,M
13774.haschild,***,Y
4915.lname,Bum,Blum
16887.marriedexemp,4000***,4000
17156.state,X,TX
13880.city,BRIDGEVILcLE,BRIDGEVILLE
12054.phone,802-438,802-4438
19211.gender,***,F
7150.childexemp,w1370,1370
1017.zip,47528,74528
8358.haschild,,N
9401.rate,q5.95,5.95
6682.childexemp,***,0
14903.state,nDC,DC
17014.fname,Maxpim,Maxim
11873.state,hWY,WY
18604.city,AJDUNTAS,ADJUNTAS
15983.city,CIBA,CEIBA
11785.phone,14-5844,174-5844
18098.singleexemp,r103,103
9021.gender,***,F
14231.state,DyC,DC
6944.city,BOUtLDER,BOULDER
5262.childexemp,370,1370
19776.state,AW,WA
19510.marriedexemp,000,9000
13569.childexemp,f0,0
1739.gender,***,F
12196.childexemp,***,0
5225.haschild,dY,Y
4814.haschild,fN,N
8619.state,VrA,VA
11810.state,KA,AK
8966.childexemp,8250,2850
14633.state,sCO,CO
11794.salary,60000***,60000
7693.salary,5000,45000
7191.salary,950o00,95000
8670.gender,cF,F
2375.city,HONOLULqU,HONOLULU
18059.singleexemp,***,0
17698.city,OPETON,HOPETON
16261.singleexemp,,0
6154.marriedexemp,6600***,6600
1152.singleexemp,,0
18347.singleexemp,,0
6764.haschild,,N
18325.fname,uguang,Yuguang
18571.areacode,054,504
14272.singleexemp,,0
5900.singleexemp,u0,0
13522.gender,,F
16481.rate,.0,0.0
7925.maritalstatus,***,S
11459.marriedexemp,12000***,12000
9939.marriedexemp,***,0
9387.salary,5000,45000
5805.haschild,,Y
2791.singleexemp,s0,0
19043.city,CANTNO,CANTON
6495.maritalstatus,,M
8789.childexemp,w2850,2850
9906.gender,iM,M
17003.maritalstatus,,M
3364.city,PISGAH FORST,PISGAH FOREST
15433.state,TM,MT
13530.maritalstatus,,S
2416.city,BROOKSIDE***,BROOKSIDE
12762.gender,***,F
19734.childexemp,,0
9717.childexemp,n1000,1000
8108.state,vPR,PR
16332.salary,04000,40000
16328.areacode,68,608
3363.salary,4000,40000
1546.fname,Zhanipng,Zhanping
15163.areacode,343,334
8360.singleexemp,,0
12614.rate,6o.0,6.0
7290.maritalstatus,***,S
8982.state,C,DC
8355.state,AP,PA
585.zip,8714,89714
9460.state,IR,RI
774.phone,996-6885,996-6858
19676.gender,,F
2486.phone,306-9186,306-1986
8552.rate,.5,8.5
9985.areacode,330,303
16617.areacode,95,925
12882.fname,ddie,Eddie
14657.childexemp,***,0
11611.haschild,***,N
12942.childexemp,,0
693.childexemp,v0,0
17377.state,C,DC
11464.state,AC,CA
9203.city,ADDO,CADDO
11162.childexemp,q0,0
10138.gender,iF,F
2405.fname,Vli,Veli
7748.state,SK,KS
323.salary,2000,20000
14189.phone,494-935,494-9395
16826.childexemp,,0
636.areacode,05,605
17991.marriedexemp,800,3800
10313.singleexemp,f103,103
8792.lname,Rohhall,Rohall
11721.gender,***,F
12949.state,CD,DC
8780.marriedexemp,480v0,4800
19130.gender,***,F
2212.lname,Dris,Duris
1526.state,IH,HI
7151.gender,,F
2136.marriedexemp,z0,0
17816.areacode,441,414
2737.childexemp,h0,0
18020.state,AfR,AR
9617.state,OC,CO
7461.phone,304-4288***,304-4288
4348.maritalstatus,,M
18636.state,EM,ME
14541.lname,Adlemna,Adleman
13879.childexemp,,0
12783.marriedexemp,a0,0
12284.city,CRRINGTON,CARRINGTON
7145.lname,Cesarnii,Cesarini
5714.rate,.00,0.0
10112.lname,Mosiatti,Mosciatti
14574.lname,Kopnen,Koponen
4356.childexemp,,0
13422.areacode,59,559
17297.state,C,DC
1991.zip,88422***,88422
3290.areacode,85j0,850
7009.salary,60000***,60000
6653.lname,Pstma,Postma
7030.lname,Papeadourakis,Papadourakis
4202.state,DhC,DC
5497.areacode,778,787
9961.childexemp,***,0
1699.lname,nGranieri,Granieri
792.state,DeC,DC
6281.salary,07000,70000
955.salary,k35000,35000
6383.city,BRADELY,BRADLEY
16246.fname,uija,Tuija
19101.city,WEbST POINT,WEST POINT
12303.childexemp,3l00,300
9273.fname,Cytnhia,Cynthia
7510.lname,Verhaehg,Verhaegh
14654.childexemp,***,0
7165.lname,Devroe,Devroye
10361.marriedexemp,s0,0
8196.rate,50,5.0
1780.state,rID,ID
15764.salary,5r000,5000
13189.lname,steva,Esteva
17206.state,T,CT
10758.fname,Abdulxlah,Abdullah
3005.zip,7601,67601
17344.gender,sF,F
9208.childexemp,t0,0
3346.gender,,F
865.haschild,***,N
6054.gender,***,F
2248.fname,Liern,Liren
18903.state,AC,CA
13206.state,DtC,DC
13681.rate,9.w0,9.0
7753.salary,5000,75000
18639.marriedexemp,0400,4000
16128.maritalstatus,***,S
9272.city,RcAVENNA,RAVENNA
13835.gender,***,F
9875.singleexemp,***,0
13203.city,BOWIzE,BOWIE
2008.haschild,kY,Y
3392.phone,56-3321,569-3321
5559.state,CD,DC
15003.fname,Susanrn,Susann
4947.lname,Zleidenstein,Zeidenstein
9456.childexemp,,0
8775.gender,vF,F
16860.lname,aRma,Rama
17096.state,TC,CT
6177.childexemp,,0
2394.gender,***,F
3012.haschild,***,N
3567.city,CASCfADE,CASCADE
8217.rate,49.94672,4.994672
17429.maritalstatus,,S
1697.marriedexemp,,0
6977.haschild,,Y
1363.maritalstatus,,S
15796.maritalstatus,***,S
2010.lname,Kesavzan,Kesavan
17693.state,C,DC
15434.marriedexemp,,0
10749.city,HAL,HALL
4605.zip,7602,27602
18154.city,TRNER,TURNER
14827.marriedexemp,6600***,6600
16734.childexemp,***,0
9689.areacode,046,406
14781.gender,vF,F
8377.zip,7993,47993
7306.childexemp,g0,0
15164.state,CD,DC
9839.lname,Artossi,Artosi
13754.city,ERMA,DERMA
2923.maritalstatus,nS,S
8538.state,CD,DC
10740.haschild,***,N
19955.marriedexemp,4o500,4500
15388.fname,Gapra,Gara
19236.marriedexemp,,0
6326.singleexemp,100n0,1000
18253.childexemp,***,0
9612.gender,***,F
15636.city,MATTEOSN,MATTESON
12222.phone,z899-7265,899-7265
15021.state,CbA,CA
13971.singleexemp,1i900,1900
13658.state,CvA,CA
19899.phone,845-97n78,845-9778
14998.gender,iM,M
2125.fname,Mirno,Miron
15968.singleexemp,***,0
18900.singleexemp,,0
15061.state,C,DC
9480.marriedexemp,4e200,4200
10721.marriedexemp,2500,24500
3348.marriedexemp,h0,0
11186.marriedexemp,,0
16994.phone,14-77784,147-7784
8485.marriedexemp,***,0
19449.fname,Jishankar,Jaishankar
17469.singleexemp,104h0,1040
16918.fname,Solvig,Solveig
5754.city,MOTNESANO,MONTESANO
509.marriedexemp,***,0
19279.fname,fSjaak,Sjaak
15981.marriedexemp,2704,2740
13457.gender,,F
14270.city,OVE,COVE
18670.singleexemp,g0,0
13279.areacode,w843,843
7398.singleexemp,***,0
12526.maritalstatus,,M
1482.state,TbX,TX
699.singleexemp,3300***,3300
10756.salary,90000***,90000
4218.maritalstatus,,S
7619.lname,Zampexroni,Zamperoni
1747.areacode,78,678
15843.state,C,DC
15134.state,D,ND
6752.marriedexemp,40m00,4000
9797.maritalstatus,***,M
7087.areacode,02,302
13552.maritalstatus,wS,S
13462.zip,84581,84518
8060.salary,05000,50000
8200.marriedexemp,s4200,4200
3093.salary,7500v0,75000
13762.city,BROOKINGS***,BROOKINGS
7127.phone,663-29p55,663-2955
5135.zip,25x76,2576
13675.lname,Swealdens,Sweldens
9834.childexemp,33j00,3300
14155.city,CASCIdLLA,CASCILLA
9349.gender,,F
14587.marriedexemp,,0
294.phone,61-4214,361-4214
9018.singleexemp,0100,1000
17076.singleexemp,100,1000
14321.marriedexemp,2450,24500
4063.salary,30000***,30000
1682.singleexemp,***,0
14144.zip,81911,89111
8124.haschild,,N
11105.singleexemp,***,0
5065.singleexemp,3030,3300
17776.singleexemp,***,0
7410.fname,Jzianxiu,Jianxiu
7189.marriedexemp,400,4200
10266.salary,35000***,35000
5066.singleexemp,6000***,6000
7517.phone,442-6133***,442-6133
9898.state,YW,WY
15099.zip,2967f1,29671
13275.childexemp,,0
17864.city,CARINGTON,CARRINGTON
12083.state,rAZ,AZ
2423.singleexemp,h0,0
4168.phone,q780-9079,780-9079
5352.salary,2500w0,25000
15318.state,DdC,DC
12411.fname,Brigitta***,Brigitta
16791.gender,***,M
8424.marriedexemp,3080,3800
8773.childexemp,e0,0
12412.state,A,PA
9398.state,CN,NC
2734.singleexemp,21k00,2100
11429.marriedexemp,4200***,4200
12220.gender,,F
5522.salary,6000,65000
4662.gender,,F
19329.state,T,CT
895.gender,***,F
19664.fname,Mirolsawa,Miroslawa
16314.haschild,,Y
14527.city,CiARRIZOZO,CARRIZOZO
19632.marriedexemp,600,6600
12415.maritalstatus,hS,S
19473.zip,6w0585,60585
13911.gender,,F
653.maritalstatus,,S
18619.gender,,F
13611.gender,***,F
16743.salary,40c000,40000
1061.haschild,,Y
14248.marriedexemp,***,0
14339.state,Y,WY
16607.childexemp,z0,0
9911.marriedexemp,20,220
11336.city,BUCEKYE,BUCKEYE
722.childexemp,c0,0
17229.marriedexemp,0,40
17195.zip,88393,88339
13775.singleexemp,s0,0
9934.areacode,71,971
4728.salary,35000***,35000
13099.singleexemp,***,0
10082.zip,7788,57788
2696.state,CD,DC
9442.singleexemp,0140,1040
16503.gender,yF,F
8468.fname,Michitkaa,Michitaka
9840.maritalstatus,,M
1732.phone,329-2263,329-2623
13138.zip,k19802,19802
13446.rate,3.y4,3.4
19333.rate,5.4444447***,5.4444447
10099.marriedexemp,380j0,3800
7277.zip,34369,34639
17171.marriedexemp,4000***,4000
10903.marriedexemp,42500,24500
14003.gender,nF,F
10780.singleexemp,1000***,1000
13401.phone,447-8211***,447-8211
17620.state,O,CO
19011.rate,00.,0.0
13038.lname,Arenjt,Arent
10506.singleexemp,***,0
1041.city,BRISTLO,BRISTOL
12207.childexemp,***,0
5464.gender,,M
2132.gender,rF,F
18984.phone,578-8u076,578-8076
19197.gender,eF,F
68.areacode,15,615
2643.phone,185-3a810,185-3810
19431.state,mCO,CO
12607.rate,0f.0,0.0
13335.fname,Chaqitali,Chaitali
7813.marriedexemp,,0
9459.maritalstatus,,M
19073.rate,w0.0,0.0
4540.childexemp,,0
12086.childexemp,***,0
4355.state,T,CT
10221.gender,,F
18841.marriedexemp,2o740,2740
18457.haschild,,N
18445.fname,Nhotn,Nhon
2927.marriedexemp,600,6600
19853.salary,70500,75000
6324.state,OC,CO
5673.salary,9m5000,95000
12851.gender,fM,M
17990.gender,zF,F
13223.phone,559-d9985,559-9985
19963.rate,.475,4.75
19926.lname,Tabqak,Tabak
8233.city,COgLBERT,COLBERT
16997.childexemp,,0
13508.maritalstatus,***,M
12422.childexemp,***,0
5659.city,GLOEVR,GLOVER
2464.gender,kF,F
11040.childexemp,,0
1448.rate,r8.98,8.98
5014.phone,151c-9225,151-9225
8096.state,DtC,DC
15125.haschild,tY,Y
1291.state,iDC,DC
2714.haschild,***,Y
11166.singleexemp,3557,3575
10607.state,CD,DC
12700.marriedexemp,2h000,2000
1874.city,CAgNAAN,CANAAN
19431.city,ANON CITY,CANON CITY
6904.singleexemp,,0
146.state,CD,DC
19389.marriedexemp,381,318
586.marriedexemp,1200,12000
5893.areacode,4u06,406
15636.lname,aBlard,Balard
17623.childexemp,,0
17404.zip,1245q4,12454
9174.childexemp,,0
16888.city,BERESFOD,BERESFORD
255.state,IbN,IN
4569.maritalstatus,***,S
3780.haschild,***,N
19352.salary,10000,100000
10103.marriedexemp,2f4500,24500
2394.phone,60-1714,660-1714
19866.childexemp,1i000,1000
10429.salary,20000***,20000
17851.singleexemp,000,2000
18366.maritalstatus,***,S
13518.phone,340-877,340-8877
13965.gender,hF,F
14000.rate,.6365625,1.6365625
13610.singleexemp,000,1000
8023.city,CAMRIDGE,CAMBRIDGE
14221.childexemp,24y75,2475
15995.haschild,,N
1802.singleexemp,y0,0
14173.salary,5000,15000
10087.state,mNV,NV
2103.childexemp,,0
16375.gender,***,F
12680.gender,dF,F
17320.maritalstatus,vS,S
778.childexemp,0,20
16736.phone,1642-071,164-2071
4344.state,oCT,CT
3147.marriedexemp,2450,24500
6669.zip,80611,86011
17005.singleexemp,500,1500
9885.haschild,***,N
11630.marriedexemp,380x0,3800
16467.haschild,nN,N
16689.marriedexemp,4200***,4200
8077.lname,Bwerc,Berc
3479.state,C,DC
16379.singleexemp,0100,1000
18052.gender,***,F
16182.childexemp,f0,0
15722.fname,utta,Jutta
13145.singleexemp,700,2700
3447.salary,25000***,25000
16214.lname,Bjehm,Behm
15076.marriedexemp,2q20,220
15889.singleexemp,03,103
10162.gender,,F
7034.gender,sF,F
16834.childexemp,m0,0
2429.salary,51000,15000
13159.areacode,630,603
1743.marriedexemp,***,0
13546.haschild,qN,N
6320.haschild,***,N
12807.gender,***,F
18186.zip,7588,27588
16090.childexemp,,0
3865.rate,3r.07,3.07
5909.areacode,88,828
18385.lname,Rreitz,Reitz
696.marriedexemp,950,4950
16074.state,ZA,AZ
2381.state,C,DC
4683.fname,entcho,Dentcho
18938.state,CqT,CT
15223.city,HIDALE,HILDALE
12062.fname,Hiomi,Hiromi
11600.gender,lF,F
17905.salary,0000,60000
12646.phone,506-592,506-5952
2998.maritalstatus,,S
10163.childexemp,***,0
16763.state,O,CO
10369.childexemp,0100,1000
5032.city,BRDFORD,BRADFORD
1157.haschild,,N
7146.rate,3c.9,3.9
4492.singleexemp,***,0
13246.haschild,***,N
714.haschild,lN,N
11508.maritalstatus,bS,S
2131.gender,,F
7738.haschild,***,N
14400.singleexemp,1a040,1040
9289.areacode,55,515
783.childexemp,***,0
10248.maritalstatus,,M
13985.haschild,***,N
3420.city,OGbLETHORPE,OGLETHORPE
5916.marriedexemp,400,4000
5964.phone,743-6630,743-6360
19260.lname,Chiulkuri,Chilukuri
14326.areacode,8n08,808
8960.singleexemp,5100,1500
11128.phone,190-2h754,190-2754
19658.gender,,F
1244.childexemp,y0,0
11472.singleexemp,,0
4471.state,C,DC
10830.city,fCONWAY,CONWAY
7686.childexemp,1000***,1000
19669.haschild,,Y
15590.rate,60,6.0
13770.zip,4732,84732
8280.state,IM,MI
4872.childexemp,***,0
17599.state,C,DC
19346.singleexemp,,0
7504.state,PyR,PR
12005.gender,***,F
316.city,WANRER ROBINS,WARNER ROBINS
10103.state,wCT,CT
10214.state,DoC,DC
1688.phone,336-31i48,336-3148
4038.state,Y,KY
960.singleexemp,***,0
9557.state,C,DC
14887.state,CzA,CA
1745.fname,Prasdaram,Prasadram
5169.singleexemp,,0
12004.childexemp,3030,3300
14715.childexemp,,0
14178.gender,pF,F
13146.fname,Raanafn,Raanan
13095.lname,Wybraniez,Wybranietz
9232.state,N,TN
15897.maritalstatus,***,M
14110.marriedexemp,***,0
14340.zip,87u560,87560
12785.singleexemp,***,0
14719.lname,Falrrel,Farrel
14312.childexemp,***,0
7752.haschild,kN,N
10538.childexemp,,0
17421.marriedexemp,38a00,3800
1215.marriedexemp,w0,0
11399.salary,c70000,70000
8328.city,MC FARLND,MC FARLAND
18862.zip,80263,82063
11335.zip,5050,85050
16889.haschild,***,N
5719.fname,waroop,Swaroop
17742.lname,Potma,Postma
18627.city,OBISE,BOISE
6631.rate,70,7.0
6692.marriedexemp,4000***,4000
14159.areacode,550,505
10977.city,CAROLNIA,CAROLINA
6757.marriedexemp,,0
6469.gender,vF,F
12144.areacode,41,401
19110.zip,9737,97367
18860.marriedexemp,66q00,6600
7772.state,T,CT
16181.childexemp,,0
3137.city,TNA,ETNA
16485.marriedexemp,220***,220
13080.salary,01000,10000
6959.singleexemp,o0,0
14903.marriedexemp,740,2740
18298.marriedexemp,200,4200
774.haschild,,N
8865.city,CALAzIS,CALAIS
3425.haschild,,Y
7656.state,C,DC
9385.areacode,6z15,615
15230.marriedexemp,800,3800
16642.city,USTIN,AUSTIN
6858.state,TC,CT
6252.rate,3.y0,3.0
10589.singleexemp,r0,0
14250.city,CAPTAIN COKO,CAPTAIN COOK
2597.haschild,***,N
7742.state,C,DC
6698.state,TC,CT
10028.singleexemp,,0
14904.marriedexemp,200,4200
13165.rate,00.,0.0
19734.singleexemp,n0,0
10953.state,CqO,CO
12192.state,bCO,CO
8375.lname,Mareitta,Marietta
11508.childexemp,w0,0
126.state,vDC,DC
18063.childexemp,***,0
4874.fname,Uet,Ute
17647.childexemp,04,40
9186.gender,***,F
5286.childexemp,***,0
2982.zip,122u41,12241
11335.marriedexemp,,0
9623.childexemp,q0,0
9024.city,SAN JUNA,SAN JUAN
17819.city,CRAOLINA,CAROLINA
17765.haschild,jY,Y
6084.city,UNIONILLE,UNIONVILLE
7832.phone,s159-2934,159-2934
12442.gender,,M
17372.marriedexemp,b0,0
10787.childexemp,z0,0
18404.maritalstatus,,M
13795.fname,Antro,Antero
14429.state,C,DC
17250.haschild,rN,N
1997.childexemp,***,0
19020.maritalstatus,oS,S
19511.singleexemp,***,0
19129.marriedexemp,***,0
12162.fname,Marcela,Marcella
8664.state,DM,MD
15438.fname,Hoiratiu,Horatiu
2415.fname,Sorania,Sorana
3818.state,C,DC
17510.gender,lF,F
2302.gender,,M
13052.state,NyJ,NJ
3253.gender,***,F
5887.childexemp,519,159
12746.gender,***,F
4244.phone,92-1331,892-1331
6321.state,CD,DC
13214.lname,Chweeseman,Cheeseman
13752.childexemp,,0
10698.phone,33-5686,733-5686
7480.childexemp,u0,0
6223.haschild,pN,N
15344.marriedexemp,1200,12000
7738.childexemp,u0,0
14767.childexemp,4t0,40
5932.fname,Hammid,Hamid
19818.rate,.183918,6.183918
15400.singleexemp,***,0
5477.rate,.0,0.0
19904.state,O,CO
13858.marriedexemp,274p0,2740
12230.lname,Conye,Coyne
18074.state,R,AR
9517.city,ATANO,CATANO
11128.maritalstatus,lS,S
7017.salary,4000m0,40000
4646.marriedexemp,d0,0
19755.rate,00.,0.0
10785.areacode,91l2,912
8282.gender,,F
18250.state,eNV,NV
6915.areacode,70,270
10202.gender,,M
15895.marriedexemp,2400,4200
8504.phone,91-8356,291-8356
4343.haschild,zN,N
1109.rate,70.,7.0
5284.childexemp,300,3300
16125.zip,25593,52593
16014.childexemp,***,0
1760.rate,5.60909c1,5.609091
18882.singleexemp,***,0
14858.phone,88-4391,788-4391
10695.areacode,038,308
8668.singleexemp,100,1000
4581.lname,Fraytsse,Fraysse
16597.childexemp,***,0
12033.state,ZA,AZ
3463.marriedexemp,0400,4000
5678.state,Z,AZ
14059.phone,413-6l162,413-6162
19427.marriedexemp,800,3800
7392.singleexemp,,0
5644.state,T,MT
14121.state,TC,CT
16204.childexemp,m0,0
17202.gender,,M
11207.marriedexemp,000,3000
12908.areacode,22u8,228
126.childexemp,***,0
18807.singleexemp,e0,0
7049.areacode,70,870
2088.rate,h9.0,9.0
432.gender,***,M
16390.state,CpO,CO
5027.salary,3000,35000
6216.childexemp,0,20
13274.singleexemp,z0,0
19019.childexemp,,0
18074.fname,Niimsh,Nimish
13728.lname,Mesus,Meuss
17070.state,pCO,CO
17830.childexemp,,0
11877.marriedexemp,,0
12919.state,DqE,DE
9987.city,BOIES,BOISE
8145.haschild,,N
17831.phone,71-26525,712-6525
3415.lname,aakso,Laakso
18062.state,CwT,CT
10552.rate,4e.0695124,4.0695124
6568.marriedexemp,,0
13412.gender,***,M
9395.salary,5000,25000
14048.haschild,,N
17952.city,CRAOLINA,CAROLINA
3394.marriedexemp,,0
18576.state,C,DC
15707.zip,7878,77878
12282.maritalstatus,uS,S
589.maritalstatus,nS,S
4265.salary,p55000,55000
9386.state,C,DC
16285.salary,95000***,95000
17704.state,TC,CT
16199.maritalstatus,,S
2517.state,aDC,DC
8786.areacode,02,302
11508.gender,wF,F
18330.maritalstatus,,S
17561.city,RIERSIDE,RIVERSIDE
1211.lname,jBini,Bini
5914.state,Z,AZ
19137.state,ZA,AZ
3305.areacode,4h06,406
15220.singleexemp,***,0
4321.rate,4t.1853657,4.1853657
6445.fname,oKarlis,Karlis
11991.marriedexemp,2400,4200
9719.rate,90.,9.0
15430.singleexemp,104x0,1040
4776.gender,mF,F
6794.haschild,kY,Y
17370.areacode,t802,802
166.salary,52000,25000
11604.marriedexemp,m0,0
17556.city,SANTA MONCA,SANTA MONICA
4993.state,M,NM
15628.childexemp,n0,0
202.salary,70000***,70000
11072.phone,74-8406,747-8406
7846.zip,3c062,3062
8956.state,OC,CO
145.city,SCHOEDER,SCHROEDER
18187.singleexemp,,0
9913.marriedexemp,38v00,3800
15568.haschild,***,N
12064.childexemp,1000***,1000
5462.state,CD,DC
13896.singleexemp,***,0
10454.singleexemp,10o00,1000
7393.phone,2651-717,265-1717
2035.zip,74f055,74055
11744.childexemp,z0,0
6509.lname,Madlkhi,Malkhi
6604.marriedexemp,2400,24500
15479.marriedexemp,***,0
5521.state,C,DC
17237.fname,Szuan,Suzan
5547.fname,Grco,Gerco
10767.childexemp,d0,0
7605.fname,Jioafeng,Jiaofeng
10740.rate,29.14935,2.914935
6600.haschild,,Y
18742.city,IBRMINGHAM,BIRMINGHAM
19215.marriedexemp,3000***,3000
8742.state,TC,CT
16644.gender,,F
18582.haschild,***,N
13525.phone,1911681,191-1681
8007.singleexemp,,0
16918.maritalstatus,***,S
18109.areacode,820,802
17714.gender,,F
9976.city,ANN AuRBOR,ANN ARBOR
10854.childexemp,***,0
13600.salary,90000***,90000
16373.city,BRIGEWATER,BRIDGEWATER
19602.state,cUT,UT
18168.fname,ohini,Rohini
2482.haschild,,Y
9776.areacode,63,763
16552.city,BOTTIEAU,BOTTINEAU
14107.fname,ess,Jess
17771.marriedexemp,45b00,4500
19741.state,I,RI
4074.areacode,345,435
7665.gender,rF,F
4973.singleexemp,1004,1040
13536.singleexemp,1e000,1000
743.haschild,hY,Y
4123.state,YW,WY
19847.city,kBRADNER,BRADNER
12458.singleexemp,000,1000
3408.gender,,F
15118.gender,jF,F
8745.singleexemp,q0,0
15515.maritalstatus,eS,S
6559.areacode,550,505
15194.state,CpT,CT
4636.rate,5.7t5,5.75
18265.gender,nF,F
19685.singleexemp,10r40,1040
4669.gender,,F
18527.salary,9g5000,95000
917.rate,2.78,2.87
5832.phone,2445790,244-5790
6786.childexemp,s0,0
17195.phone,402-348,402-3348
12293.marriedexemp,200,4200
19175.city,CASTLEFRD,CASTLEFORD
9913.areacode,4y06,406
19862.gender,,F
16013.phone,82-1065,842-1065
10692.childexemp,y0,0
11564.phone,41p3-7727,413-7727
13878.rate,4.185c3657,4.1853657
56.city,EAST WOODSTOCK***,EAST WOODSTOCK
17779.marriedexemp,4000***,4000
16346.singleexemp,***,0
11514.fname,zer,Azer
15970.childexemp,o0,0
16409.singleexemp,q0,0
5338.marriedexemp,***,0
3157.lname,Hawryskiewycz,Hawryszkiewycz
5568.gender,nF,F
9040.city,CASRON CITY,CARSON CITY
8593.haschild,,N
6515.marriedexemp,g0,0
4212.maritalstatus,***,S
11282.city,MESUQITE,MESQUITE
12703.salary,1000,10000
15307.phone,396-5c185,396-5185
1801.rate,7.7255244***,7.7255244
162.lname,Angiuli,Angiulli
11363.childexemp,p0,0
5077.singleexemp,***,0
10564.fname,Mujdta,Mujdat
7612.haschild,***,N
8453.maritalstatus,,S
16161.marriedexemp,2470,2740
14801.state,CD,DC
12443.state,RA,AR
17588.zip,745h22,74522
2948.city,BROWNSVILLdE,BROWNSVILLE
15292.gender,zF,F
15273.city,OBULDER,BOULDER
11302.singleexemp,270,2700
9140.singleexemp,***,0
2440.marriedexemp,04,40
11620.city,ANCHORbAGE,ANCHORAGE
18178.gender,,F
14411.fname,Mandadly,Mandaly
8612.maritalstatus,lM,M
903.phone,18-8148,178-8148
350.salary,20p000,20000
12240.maritalstatus,***,M
17331.childexemp,,0
19033.city,BHUL,BUHL
14227.lname,rGabner,Grabner
12046.gender,lF,F
7439.state,TC,CT
5780.gender,iF,F
3687.salary,350l00,35000
17098.zip,9974,99714
3283.maritalstatus,***,M
11606.marriedexemp,***,0
18319.gender,iF,F
14739.salary,0000,70000
3879.gender,***,F
14902.city,CRMEL,CARMEL
12296.rate,.25,8.25
2348.state,Z,AZ
6781.state,kDC,DC
13437.marriedexemp,4i000,4000
8334.childexemp,***,0
10199.childexemp,-*,0-*
7999.gender,***,F
4730.state,A,VA
2631.phone,50-7001,450-7001
14980.haschild,lN,N
18878.salary,3500,35000
13441.zip,6481,64781
7123.rate,50,5.0
10594.maritalstatus,***,M
19607.childexemp,***,0
3250.childexemp,***,0
19620.haschild,hY,Y
18845.marriedexemp,8300,3800
18318.city,BROWNSTOxWN,BROWNSTOWN
14279.marriedexemp,04,40
17212.zip,9215,92105
10868.haschild,fN,N
5152.state,I,HI
1851.state,T,CT
19141.singleexemp,t0,0
1196.state,CD,DC
6389.zip,8660,28660
18576.rate,7.857,7.875
16448.city,CAILSTOGA,CALISTOGA
5738.singleexemp,,0
5971.rate,4.36,4.63
17327.singleexemp,700***,700
17137.city,HWITMIRE,WHITMIRE
758.haschild,,N
19011.maritalstatus,,S
19115.maritalstatus,,M
15444.singleexemp,***,0
4785.childexemp,***,0
17000.marriedexemp,04,40
10528.rate,4.172439,4.127439
18364.marriedexemp,4m000,4000
19157.lname,Ackrody,Ackroyd
12960.fname,eMena,Meena
18526.city,SELIhGMAN,SELIGMAN
19258.fname,Wakungaa,Wakunaga
6090.city,BRITSOW,BRISTOW
17314.state,IR,RI
3492.salary,6s5000,65000
7150.state,DyC,DC
18447.city,PIHLIPP,PHILIPP
11568.gender,***,F
1179.childexemp,,0
8991.rate,00.,0.0
8516.salary,0000,80000
2607.city,BxUCKLEY,BUCKLEY
8221.city,EVEDERSBURG,VEEDERSBURG
7534.marriedexemp,200,6200
4184.marriedexemp,0400,4000
17345.state,CsO,CO
17124.singleexemp,n0,0
11872.singleexemp,c0,0
1943.rate,.8,7.8
12463.state,rCT,CT
11144.gender,yF,F
7708.city,BLsUFF,BLUFF
4419.fname,Etsuay,Etsuya
19012.gender,tF,F
15322.haschild,***,Y
16422.singleexemp,***,0
19572.marriedexemp,18,318
17869.phone,1x50-7797,150-7797
17459.city,BUFFALO VALxLEY,BUFFALO VALLEY
17381.childexemp,,0
16796.singleexemp,700***,700
10127.singleexemp,j0,0
6704.maritalstatus,dS,S
13807.childexemp,d0,0
14087.state,LI,IL
7655.phone,08-6320,708-6320
12468.singleexemp,***,0
12301.marriedexemp,31x8,318
15869.gender,pF,F
13866.gender,,F
4257.state,wDC,DC
15834.maritalstatus,***,S
14189.rate,6u.5,6.5
2837.salary,85o000,85000
9126.maritalstatus,,S
9347.childexemp,***,0
17726.childexemp,,0
15869.marriedexemp,,0
3880.city,CENThERVILLE,CENTERVILLE
18687.state,AL,LA
14553.rate,8.r5,8.5
15892.lname,oigne,Poigne
3293.marriedexemp,2c06,206
809.maritalstatus,,M
7102.zip,8460m3,84603
14817.zip,8354,83654
19753.city,nBOWIE,BOWIE
7398.areacode,757,775
19871.state,T,CT
5098.state,pCO,CO
13836.city,MOUNT LUAREL,MOUNT LAUREL
13183.state,ZA,AZ
17623.salary,35000***,35000
13190.gender,,F
16946.singleexemp,***,0
14375.state,hDC,DC
17461.childexemp,j1500,1500
10206.gender,***,F
19983.marriedexemp,***,0
11788.city,BiOSLER,BOSLER
6467.singleexemp,x0,0
14298.maritalstatus,***,M
6074.gender,,F
5929.city,CSCADE,CASCADE
19514.state,T,MT
6999.rate,70,7.0
8358.zip,73021,73012
547.fname,Mkukai,Mukkai
6830.fname,iqin,Liqin
14754.state,fDC,DC
